record_id,cccd_so,ho_va_ten,ngay_sinh,gioi_tinh,sdt_chinh,dia_chi_cu_tru,tinh_thanh,quoc_tich,ref_ext,so_phu,pid,tinh_trang_hn,trinh_do_hv,nghe_nghiep,noi_sinh,so_nguoi_phu_thuoc,ngay_cap_cccd,dan_toc,created_at
CIT-859158,014192647260,Vũ Minh Quân,1992-04-22,Nam,0987545959,"112 Cách Mạng Tháng 8, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",Đà Nẵng,Việt Nam,vu.minh.quan650@hotmail.com,0845208339,014192647260,Độc thân,Cao đẳng,Giáo viên,Ninh Bình,3,2018-09-25,Kinh,2023-10-28
CIT-384466,031085670255,Hồ Bảo Linh,1985-02-19,Nam,0564756768,"18 Lý Thường Kiệt, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",Cần Thơ,Việt Nam,ho.bao.linh999@hotmail.com,0362375864,031085670255,Góa,Đại học,Nông dân,Thanh Hóa,1,2019-08-29,Khmer,2023-05-12
CIT-134885,035262410689,Lý Bảo Yến,1962-01-26,Nữ,0325410046,"250 Võ Thị Sáu, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên",Quảng Ninh,Việt Nam,ly.bao.yen449@yahoo.com,0932097739,035262410689,Độc thân,Tiến sĩ,Lập trình viên,Hưng Yên,3,2017-04-03,Nùng,2022-06-06
CIT-903683,068380109039,Ngô Trung Linh,1980-01-17,Nam,0926632890,"172 Lê Văn Sỹ, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh",Hưng Yên,Việt Nam,ngo.trung.linh910@outlook.com,0979581126,068380109039,Độc thân,Thạc sĩ,Kinh doanh tự do,An Giang,5,2015-06-26,Khmer,2024-04-08
CIT-775208,054385299716,Huỳnh Thị Dũng,1985-10-06,Nữ,0974257143,"328 Điện Biên Phủ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",An Giang,Việt Nam,huynh.thi.dung301@hotmail.com,0965784444,054385299716,Góa,Thạc sĩ,Kỹ sư,Thanh Hóa,0,2020-11-03,H'Mông,2023-12-02
CIT-666540,049192327220,Hồ Quốc Thảo,1992-05-15,Nữ,0925757636,"362 Võ Thị Sáu, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên",Hải Dương,Việt Nam,ho.quoc.thao998@gmail.com,0858143530,049192327220,Ly hôn,Cao đẳng,Công nhân,Thừa Thiên Huế,0,2015-12-12,Nùng,2023-12-07
CIT-159598,038077566054,Dương Anh Hà,1977-06-25,Nữ,0568559713,"286 Phan Đình Phùng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Bắc Ninh,Việt Nam,duong.anh.ha244@gmail.com,0935657119,038077566054,Góa,Trung học phổ thông,Kinh doanh tự do,Thanh Hóa,5,2018-06-19,Khmer,2023-02-16
CIT-960296,034281728261,Dương Đức Lan,1981-09-30,Nam,0764772763,"135 Nguyễn Văn Cừ, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",Thái Nguyên,Việt Nam,duong.duc.lan367@hotmail.com,0853761342,034281728261,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Nghệ An,3,2018-08-11,Tày,2023-06-14
CIT-694957,070001036663,Vũ Hữu Quân,2001-02-03,Nam,0333544364,"21 Nguyễn Huệ, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",Quảng Ninh,Việt Nam,vu.huu.quan766@outlook.com,0917867732,070001036663,Độc thân,Thạc sĩ,Nông dân,Hà Nội,4,2023-01-17,Khmer,2024-04-11
CIT-250622,062091410496,Ngô Thành Long,1991-02-18,Nữ,0987945567,"443 Tô Hiến Thành, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Hải Dương,Việt Nam,ngo.thanh.long363@gmail.com,0373585870,062091410496,Đã kết hôn,Tiến sĩ,Giáo viên,Ninh Bình,1,2019-02-18,Tày,2024-07-23
CIT-586536,046003621115,Huỳnh Hữu Hà,2003-10-16,Nữ,0912950343,"70 Tô Hiến Thành, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa",Quảng Ninh,Việt Nam,huynh.huu.ha544@gmail.com,0391812880,046003621115,Góa,Trung học phổ thông,Giáo viên,Thừa Thiên Huế,3,2023-06-18,Thái,2023-09-24
CIT-702418,030369278219,Phan Văn Thảo,1969-11-30,Nam,0986426400,"49 Lý Thường Kiệt, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Quảng Ninh,Việt Nam,phan.van.thao119@hotmail.com,0785575320,030369278219,Góa,Thạc sĩ,Bác sĩ,Hải Phòng,3,2018-03-20,Kinh,2022-03-03
CIT-412653,044269109668,Dương Phương Uyên,1969-12-04,Nam,0905700925,"356 Cách Mạng Tháng 8, Xã Hòa Điền, Huyện Kiên Lương, Kiên Giang",An Giang,Việt Nam,duong.phuong.uyen941@yahoo.com,0964232534,044269109668,Đã kết hôn,Thạc sĩ,Nông dân,Thanh Hóa,0,2016-10-14,H'Mông,2024-12-12
CIT-477322,084302225913,Hoàng Ngọc Tuấn,2002-02-11,Nữ,0881281774,"337 Tô Hiến Thành, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Việt Nam,hoang.ngoc.tuan947@protonmail.com,0883167418,084302225913,Ly hôn,Cao đẳng,Nhân viên văn phòng,Ninh Bình,1,2015-01-31,Kinh,2024-03-04
CIT-930056,048092353093,Huỳnh Thành Toàn,1992-10-05,Nữ,0817053693,"76 Trần Phú, Phường Dư Hàng, Quận Lê Chân, Hải Phòng",Hà Nội,Việt Nam,huynh.thanh.toan39@yahoo.com,0971027590,048092353093,Góa,Trung học phổ thông,Kế toán,Nghệ An,0,2024-07-04,Thái,2022-09-27
CIT-400208,089096035537,Trần Đức Dũng,1996-02-01,Nữ,0988910919,"21 Lê Lợi, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",An Giang,Việt Nam,tran.duc.dung565@outlook.com,0856026173,089096035537,Đã kết hôn,Đại học,Nhân viên văn phòng,Nghệ An,5,2020-10-19,Mường,2022-10-19
CIT-379211,094262846007,Lê Đức Tuấn,1962-06-22,Nữ,0388717320,"494 Cách Mạng Tháng 8, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",Đồng Nai,Việt Nam,le.duc.tuan615@yahoo.com,0777903653,094262846007,Độc thân,Thạc sĩ,Kỹ sư,Thanh Hóa,2,2022-08-15,Khmer,2024-10-05
CIT-688821,077175992989,Lê Ngọc Lan,1975-01-01,Nữ,0378753058,"28 Hoàng Diệu, Xã Ninh An, Huyện Hoa Lư, Ninh Bình",Thừa Thiên Huế,Việt Nam,le.ngoc.lan24@gmail.com,0849741906,077175992989,Đã kết hôn,Trung học phổ thông,Công nhân,Thanh Hóa,1,2020-03-07,Tày,2022-12-15
CIT-865234,017384883521,Huỳnh Quốc Hùng,1984-07-01,Nữ,0774929718,"444 Lý Thường Kiệt, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",Hưng Yên,Việt Nam,huynh.quoc.hung436@yahoo.com,0849883433,017384883521,Đã kết hôn,Thạc sĩ,Kế toán,Cần Thơ,1,2024-08-10,Kinh,2022-05-27
CIT-916577,042371381126,Hoàng Trung Phúc,1971-07-06,Nam,0799895786,"461 Trần Phú, Phường Phú Thọ Hòa, Quận Tân Bình, TP. Hồ Chí Minh",Kiên Giang,Việt Nam,hoang.trung.phuc712@yahoo.com,0354558326,042371381126,Góa,Trung học phổ thông,Kỹ sư,Hải Phòng,5,2015-03-22,Thái,2023-07-08
CIT-665605,077076612275,Phạm Minh Bình,1976-04-22,Nam,0795264252,"29 Lê Văn Sỹ, Xã Bình Hưng, Huyện Bình Chánh, TP. Hồ Chí Minh",Đồng Nai,Việt Nam,pham.minh.binh516@hotmail.com,0917266920,077076612275,Ly hôn,Tiến sĩ,Lập trình viên,Cần Thơ,1,2018-12-10,Tày,2024-08-09
CIT-826793,045275384002,Vũ Anh Tâm,1975-10-10,Nữ,0836229759,"253 Phan Đình Phùng, Phường An Bình, Quận Ninh Kiều, Cần Thơ",Hà Nội,Việt Nam,vu.anh.tam618@yahoo.com,0587032390,045275384002,Đã kết hôn,Thạc sĩ,Công nhân,Hải Dương,4,2018-02-18,Tày,2023-01-19
CIT-742895,042364060836,Ngô Xuân Hà,1964-01-17,Nữ,0704202744,"312 Phạm Văn Đồng, Phường Mỹ Xuyên, TP. Long Xuyên, An Giang",Thừa Thiên Huế,Việt Nam,ngo.xuan.ha706@hotmail.com,0701365020,042364060836,Đã kết hôn,Đại học,Công nhân,Đồng Nai,3,2021-12-26,Tày,2022-09-04
CIT-501869,058173542466,Lê Thành Bình,1973-01-01,Nam,0903458699,"174 Võ Thị Sáu, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên",Quảng Ninh,Việt Nam,le.thanh.binh749@outlook.com,0765992057,058173542466,Góa,Thạc sĩ,Kinh doanh tự do,Quảng Ninh,0,2024-10-16,H'Mông,2024-06-08
CIT-942906,015382925347,Huỳnh Bảo Nam,1982-11-05,Nữ,0886033558,"177 Phạm Văn Đồng, Xã Hoằng Phú, Huyện Hoằng Hóa, Thanh Hóa",Đồng Nai,Việt Nam,huynh.bao.nam651@gmail.com,0799248012,015382925347,Ly hôn,Tiến sĩ,Giáo viên,Bắc Ninh,5,2023-09-05,Nùng,2023-10-01
CIT-657979,056102428064,Đỗ Xuân Giang,2002-05-13,Nữ,0922920308,"13 Phan Đình Phùng, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",Thanh Hóa,Việt Nam,do.xuan.giang102@hotmail.com,0887103770,056102428064,Độc thân,Trung học phổ thông,Công nhân,Hải Dương,4,2022-01-06,Khmer,2022-09-09
CIT-209472,077395928587,Đặng Bảo Nga,1995-09-03,Nam,0899854274,"37 Lê Văn Sỹ, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",Thừa Thiên Huế,Việt Nam,dang.bao.nga607@outlook.com,0322328605,077395928587,Đã kết hôn,Thạc sĩ,Nông dân,Quảng Ninh,5,2016-04-23,Thái,2024-04-11
CIT-492464,006368050923,Lê Thanh Linh,1968-05-07,Nam,0387774314,"176 Nguyễn Trãi, Phường Xuân An, TP. Long Khánh, Đồng Nai",Thái Nguyên,Việt Nam,le.thanh.linh783@yahoo.com,0913103489,006368050923,Độc thân,Tiến sĩ,Lập trình viên,Thừa Thiên Huế,0,2021-07-11,Nùng,2022-01-03
CIT-210485,019371740582,Hồ Đức Việt,1971-02-03,Nam,0975134249,"188 Tô Hiến Thành, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",Cần Thơ,Việt Nam,ho.duc.viet961@yahoo.com,0791599507,019371740582,Đã kết hôn,Đại học,Nông dân,TP. Hồ Chí Minh,2,2019-08-06,Nùng,2023-05-30
CIT-160205,014079772941,Ngô Minh Châu,1979-11-12,Nữ,0914515357,"391 Điện Biên Phủ, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Hà Nội,Việt Nam,ngo.minh.chau580@protonmail.com,0989968056,014079772941,Đã kết hôn,Đại học,Kỹ sư,Hưng Yên,2,2018-04-24,Thái,2023-01-24
CIT-476451,096069155845,Trần Bảo Dũng,1969-12-21,Nữ,0941059749,"422 Đinh Tiên Hoàng, Phường Hố Nai, TP. Biên Hòa, Đồng Nai",Thái Nguyên,Việt Nam,tran.bao.dung667@gmail.com,0865669097,096069155845,Độc thân,Thạc sĩ,Kinh doanh tự do,Bắc Ninh,3,2016-03-24,Nùng,2024-02-27
CIT-674963,027186428906,Hồ Đức Uyên,1986-05-06,Nam,0762478905,"386 Tô Hiến Thành, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",Hải Dương,Việt Nam,ho.duc.uyen798@outlook.com,0561378173,027186428906,Góa,Tiến sĩ,Lập trình viên,Ninh Bình,5,2020-10-22,Thái,2023-11-06
CIT-854736,014167465026,Đặng Thành Bình,1967-12-06,Nữ,0901097158,"217 Nam Kỳ Khởi Nghĩa, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Đồng Nai,Việt Nam,dang.thanh.binh344@yahoo.com,0944220350,014167465026,Ly hôn,Đại học,Lập trình viên,Ninh Bình,0,2022-12-27,H'Mông,2022-03-20
CIT-868152,066173068512,Phan Thùy Sơn,1973-04-30,Nam,0761249619,"152 Bà Triệu, Phường Quang Trung, TP. Vinh, Nghệ An",Đồng Nai,Việt Nam,phan.thuy.son20@protonmail.com,0813803110,066173068512,Ly hôn,Thạc sĩ,Nhân viên văn phòng,Bắc Ninh,1,2024-02-05,Tày,2024-07-31
CIT-426625,026390131654,Phạm Quốc Hùng,1990-11-16,Nữ,0763782807,"173 Nguyễn Huệ, Phường An Phú, Huyện Thuận An, Bình Dương",Bình Dương,Việt Nam,pham.quoc.hung459@outlook.com,0817636108,026390131654,Độc thân,Cao đẳng,Kế toán,An Giang,2,2020-07-08,H'Mông,2022-08-15
CIT-618109,001299553499,Phạm Trung Sơn,1999-10-13,Nữ,0863355258,"435 Hai Bà Trưng, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",TP. Hồ Chí Minh,Việt Nam,pham.trung.son752@hotmail.com,0323521691,001299553499,Đã kết hôn,Đại học,Bác sĩ,TP. Hồ Chí Minh,1,2017-07-15,Nùng,2024-09-07
CIT-976229,036173376346,Đỗ Minh Thảo,1973-07-14,Nam,0353101735,"373 Nam Kỳ Khởi Nghĩa, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",Thái Nguyên,Việt Nam,do.minh.thao413@outlook.com,0925694644,036173376346,Đã kết hôn,Thạc sĩ,Nhân viên văn phòng,An Giang,3,2023-03-13,Khmer,2023-09-15
CIT-827479,046285893401,Bùi Thị Tuấn,1985-11-18,Nam,0786193927,"127 Hai Bà Trưng, Phường Phả Lại, TP. Chí Linh, Hải Dương",Thanh Hóa,Việt Nam,bui.thi.tuan510@yahoo.com,0986288963,046285893401,Ly hôn,Cao đẳng,Nông dân,Quảng Ninh,0,2020-08-24,Nùng,2024-12-11
CIT-340731,094377419487,Đỗ Anh Dũng,1977-10-31,Nam,0844099954,"50 Phan Đình Phùng, Phường Mỹ Bình, TP. Long Xuyên, An Giang",Bắc Ninh,Việt Nam,do.anh.dung389@protonmail.com,0705954753,094377419487,Góa,Thạc sĩ,Kỹ sư,Ninh Bình,5,2017-11-27,Nùng,2022-08-22
CIT-133143,068201926776,Trần Trung Việt,2001-10-22,Nữ,0895534304,"49 Hai Bà Trưng, Phường Bảo Vinh, TP. Long Khánh, Đồng Nai",Nghệ An,Việt Nam,tran.trung.viet701@hotmail.com,0338684355,068201926776,Ly hôn,Cao đẳng,Nhân viên văn phòng,Hải Phòng,1,2020-10-04,Tày,2023-06-18
CIT-416647,083167231765,Lý Quốc Phúc,1967-05-15,Nữ,0936548520,"273 Lý Thường Kiệt, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",Cần Thơ,Việt Nam,ly.quoc.phuc867@gmail.com,0849169472,083167231765,Góa,Trung học phổ thông,Nhân viên văn phòng,Nghệ An,3,2019-07-31,Nùng,2024-01-16
CIT-674806,017263591987,Đỗ Phương Phúc,1963-10-04,Nam,0786008526,"196 Hoàng Văn Thụ, Phường Kinh Bắc, TP. Bắc Ninh, Bắc Ninh",Thanh Hóa,Việt Nam,do.phuong.phuc522@protonmail.com,0587234856,017263591987,Đã kết hôn,Tiến sĩ,Giáo viên,Hải Dương,5,2021-09-04,Tày,2024-08-27
CIT-150009,066188642907,Phạm Phương Mai,1988-09-02,Nam,0372346651,"230 Nguyễn Trãi, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa",Bắc Ninh,Việt Nam,pham.phuong.mai537@outlook.com,0944345512,066188642907,Đã kết hôn,Trung học phổ thông,Công nhân,Đà Nẵng,4,2015-12-21,Kinh,2024-04-07
CIT-889484,012197413023,Bùi Thành Linh,1997-07-20,Nữ,0379461557,"366 Đinh Tiên Hoàng, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế",Hưng Yên,Việt Nam,bui.thanh.linh738@protonmail.com,0965498517,012197413023,Độc thân,Đại học,Lập trình viên,Đà Nẵng,4,2015-09-22,Khmer,2023-09-05
CIT-926821,052286688532,Hồ Trung Xuân,1986-12-26,Nam,0399070454,"41 Hoàng Diệu, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương",Cần Thơ,Việt Nam,ho.trung.xuan916@outlook.com,0841477307,052286688532,Ly hôn,Đại học,Giáo viên,Bình Dương,1,2020-11-15,Nùng,2023-11-05
CIT-582549,066185681311,Dương Xuân Tâm,1985-05-17,Nam,0391829711,"350 Nguyễn Trãi, Phường Bách Quang, TP. Sông Công, Thái Nguyên",Thái Nguyên,Việt Nam,duong.xuan.tam570@protonmail.com,0391621374,066185681311,Độc thân,Đại học,Bác sĩ,Bắc Ninh,3,2015-05-30,H'Mông,2022-09-04
CIT-799945,064284272163,Lý Xuân Giang,1984-04-25,Nữ,0707716725,"27 Lê Văn Sỹ, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên",Đà Nẵng,Việt Nam,ly.xuan.giang567@outlook.com,0938421553,064284272163,Độc thân,Đại học,Bác sĩ,Ninh Bình,5,2020-01-13,Khmer,2022-02-07
CIT-256983,004390284017,Phạm Quốc Linh,1990-02-01,Nam,0787038267,"204 Tô Hiến Thành, Phường Vĩnh Mỹ, TP. Châu Đốc, An Giang",Đà Nẵng,Việt Nam,pham.quoc.linh290@protonmail.com,0832272787,004390284017,Đã kết hôn,Trung học phổ thông,Bác sĩ,Thái Nguyên,2,2021-05-21,Mường,2022-03-13
CIT-840349,077369044405,Huỳnh Hữu Uyên,1969-02-28,Nữ,0588782120,"72 Cách Mạng Tháng 8, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ",Bắc Ninh,Việt Nam,huynh.huu.uyen391@gmail.com,0395123529,077369044405,Góa,Trung học phổ thông,Nhân viên văn phòng,Đồng Nai,0,2024-06-20,Mường,2022-11-28
CIT-417038,048272960773,Dương Hữu Tâm,1972-07-26,Nữ,0341884510,"61 Nguyễn Trãi, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Thanh Hóa,Việt Nam,duong.huu.tam527@yahoo.com,0887793549,048272960773,Độc thân,Trung học phổ thông,Kinh doanh tự do,Nghệ An,4,2018-10-18,Khmer,2024-04-27
CIT-868936,060283242028,Vũ Phương Quân,1983-08-17,Nam,0848558436,"22 Trường Chinh, Phường Lam Sơn, TP. Hưng Yên, Hưng Yên",Thanh Hóa,Việt Nam,vu.phuong.quan896@protonmail.com,0773112051,060283242028,Góa,Trung học phổ thông,Kế toán,Kiên Giang,5,2023-04-19,Mường,2022-08-17
CIT-980458,089279138905,Đỗ Quốc Yến,1979-08-31,Nam,0919976806,"346 Bà Triệu, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",Thừa Thiên Huế,Việt Nam,do.quoc.yen479@gmail.com,0936401333,089279138905,Độc thân,Thạc sĩ,Lập trình viên,Thanh Hóa,0,2022-09-28,Tày,2022-03-22
CIT-432941,031275396195,Hoàng Xuân Phúc,1975-02-26,Nữ,0904709161,"201 Bà Triệu, Xã Hoằng Lộc, Huyện Hoằng Hóa, Thanh Hóa",Kiên Giang,Việt Nam,hoang.xuan.phuc214@protonmail.com,0583357764,031275396195,Đã kết hôn,Cao đẳng,Kỹ sư,Hải Dương,1,2016-02-01,Kinh,2023-04-18
CIT-132155,095103947624,Vũ Hữu Yến,2003-08-05,Nữ,0944605581,"469 Trần Phú, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Bình Dương,Việt Nam,vu.huu.yen206@hotmail.com,0944652860,095103947624,Góa,Thạc sĩ,Nhân viên văn phòng,Hà Nội,0,2017-01-02,Khmer,2022-09-23
CIT-125226,014187931130,Bùi Xuân Việt,1987-11-09,Nam,0784508612,"165 Hoàng Văn Thụ, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế",Bắc Ninh,Việt Nam,bui.xuan.viet678@protonmail.com,0851828113,014187931130,Góa,Đại học,Giáo viên,Đà Nẵng,1,2021-10-09,Tày,2022-10-03
CIT-351177,042286653480,Phạm Xuân Phúc,1986-01-03,Nam,0934762524,"353 Nguyễn Huệ, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Quảng Ninh,Việt Nam,pham.xuan.phuc576@yahoo.com,0798276465,042286653480,Góa,Cao đẳng,Kinh doanh tự do,Đà Nẵng,2,2023-01-25,Kinh,2023-08-05
CIT-482523,060263928217,Vũ Thanh Phúc,1963-06-08,Nữ,0376361399,"331 Trần Phú, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",Hà Nội,Việt Nam,vu.thanh.phuc717@protonmail.com,0833535496,060263928217,Đã kết hôn,Cao đẳng,Kế toán,Đà Nẵng,5,2021-12-16,Mường,2024-10-30
CIT-781091,068192675544,Bùi Ngọc Mai,1992-01-08,Nam,0342077968,"247 Hai Bà Trưng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",Thái Nguyên,Việt Nam,bui.ngoc.mai745@yahoo.com,0986033141,068192675544,Góa,Tiến sĩ,Kế toán,TP. Hồ Chí Minh,0,2022-01-03,H'Mông,2023-09-25
CIT-898650,094182321956,Hoàng Thị An,1982-10-30,Nữ,0813541254,"150 Lý Thường Kiệt, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Bắc Ninh,Việt Nam,hoang.thi.an95@outlook.com,0865411139,094182321956,Góa,Thạc sĩ,Kỹ sư,Cần Thơ,1,2021-07-19,Tày,2024-11-04
CIT-560505,006063392360,Đỗ Thanh Hùng,1963-08-29,Nam,0371177856,"379 Nguyễn Văn Cừ, Xã An Sơn, Huyện Nam Sách, Hải Dương",Thừa Thiên Huế,Việt Nam,do.thanh.hung951@yahoo.com,0842521795,006063392360,Độc thân,Cao đẳng,Lập trình viên,Cần Thơ,2,2015-07-08,Thái,2024-03-09
CIT-980333,037101444383,Phạm Thị Bình,2001-02-17,Nữ,0832111289,"404 Nam Kỳ Khởi Nghĩa, Xã Gành Dầu, TP. Phú Quốc, Kiên Giang",Kiên Giang,Việt Nam,pham.thi.binh90@outlook.com,0939946235,037101444383,Góa,Cao đẳng,Kinh doanh tự do,Cần Thơ,5,2024-09-28,Kinh,2023-09-10
CIT-198029,036082060865,Lê Phương Toàn,1982-02-01,Nữ,0361787985,"472 Nguyễn Văn Cừ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Bình Dương,Việt Nam,le.phuong.toan49@outlook.com,0882622017,036082060865,Độc thân,Thạc sĩ,Kinh doanh tự do,Kiên Giang,1,2024-06-22,H'Mông,2023-10-28
CIT-425054,015099044098,Lý Thị Mai,1999-10-23,Nữ,0337118610,"192 Lê Lợi, Phường Đông Ngàn, TP. Từ Sơn, Bắc Ninh",An Giang,Việt Nam,ly.thi.mai659@protonmail.com,0862461618,015099044098,Góa,Trung học phổ thông,Lập trình viên,Cần Thơ,0,2023-07-09,Thái,2024-09-08
CIT-669410,051399586054,Phạm Xuân An,1999-11-28,Nữ,0863128658,"85 Lê Văn Sỹ, Phường Đông Sơn, TP. Thanh Hóa, Thanh Hóa",Bắc Ninh,Việt Nam,pham.xuan.an119@yahoo.com,0784221513,051399586054,Ly hôn,Tiến sĩ,Kỹ sư,Bình Dương,5,2015-10-30,Kinh,2023-03-18
CIT-965465,002160250302,Vũ Ngọc Sơn,1960-09-03,Nam,0853338676,"224 Hai Bà Trưng, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",Thừa Thiên Huế,Việt Nam,vu.ngoc.son686@gmail.com,0898941687,002160250302,Độc thân,Tiến sĩ,Nông dân,Quảng Ninh,1,2020-09-09,Mường,2022-03-15
CIT-979990,031164358290,Hoàng Thị Nga,1964-06-25,Nữ,0786107251,"362 Lê Văn Sỹ, Xã Đặng Cương, Huyện An Dương, Hải Phòng",Cần Thơ,Việt Nam,hoang.thi.nga845@hotmail.com,0858593544,031164358290,Ly hôn,Thạc sĩ,Lập trình viên,Thái Nguyên,1,2017-08-02,Kinh,2023-07-12
CIT-797374,089000698744,Dương Văn Hùng,2000-05-22,Nữ,0379403406,"263 Võ Thị Sáu, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng",Thái Nguyên,Việt Nam,duong.van.hung4@outlook.com,0563550124,089000698744,Ly hôn,Tiến sĩ,Kỹ sư,Bắc Ninh,4,2015-09-16,Khmer,2023-05-31
CIT-170475,020101224124,Ngô Minh Quân,2001-12-06,Nam,0779897984,"173 Cách Mạng Tháng 8, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",Kiên Giang,Việt Nam,ngo.minh.quan889@gmail.com,0593294628,020101224124,Độc thân,Tiến sĩ,Kỹ sư,Ninh Bình,1,2021-02-06,Nùng,2023-09-01
CIT-722909,056190471765,Ngô Thùy Việt,1990-04-17,Nữ,0364562678,"167 Trần Phú, Phường Lái Thiêu, Huyện Thuận An, Bình Dương",Kiên Giang,Việt Nam,ngo.thuy.viet700@hotmail.com,0385278382,056190471765,Góa,Trung học phổ thông,Bác sĩ,TP. Hồ Chí Minh,0,2023-03-10,Thái,2022-03-25
CIT-119110,049100287880,Hồ Thùy Toàn,2000-07-29,Nam,0948462889,"216 Lê Lợi, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Hải Phòng,Việt Nam,ho.thuy.toan576@yahoo.com,0398403532,049100287880,Đã kết hôn,Đại học,Kinh doanh tự do,Quảng Ninh,1,2016-01-26,Thái,2024-01-07
CIT-436024,062398905662,Phạm Thanh Lan,1998-02-12,Nam,0389293202,"52 Hai Bà Trưng, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Bình Dương,Việt Nam,pham.thanh.lan24@gmail.com,0343260300,062398905662,Ly hôn,Tiến sĩ,Kế toán,Đồng Nai,5,2018-09-30,H'Mông,2022-06-21
CIT-252443,064061194030,Đặng Minh Mai,1961-09-19,Nữ,0821214441,"191 Hoàng Văn Thụ, Xã Ô Long Vĩ, Huyện Châu Phú, An Giang",An Giang,Việt Nam,dang.minh.mai891@yahoo.com,0786811821,064061194030,Độc thân,Tiến sĩ,Kỹ sư,Bình Dương,3,2018-06-27,Tày,2022-08-15
CIT-506486,087266076176,Đỗ Thành Toàn,1966-04-04,Nam,0825789180,"249 Tô Hiến Thành, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Nghệ An,Việt Nam,do.thanh.toan633@yahoo.com,0326803924,087266076176,Ly hôn,Trung học phổ thông,Nhân viên văn phòng,Thừa Thiên Huế,0,2023-11-12,Thái,2023-12-29
CIT-403510,075193011647,Dương Ngọc Hùng,1993-01-18,Nam,0815570969,"463 Nguyễn Văn Cừ, Phường An Bình, TP. Rạch Giá, Kiên Giang",Kiên Giang,Việt Nam,duong.ngoc.hung708@outlook.com,0975911042,075193011647,Ly hôn,Cao đẳng,Kế toán,Đồng Nai,1,2016-04-01,Thái,2022-01-24
CIT-671435,096070053112,Lê Hữu An,1970-03-13,Nam,0324725909,"330 Hoàng Diệu, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Hà Nội,Việt Nam,le.huu.an353@hotmail.com,0968330694,096070053112,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Quảng Ninh,2,2020-09-03,Thái,2023-08-13
CIT-889299,031269976505,Phạm Văn Mai,1969-07-26,Nữ,0866948095,"284 Lý Thường Kiệt, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",An Giang,Việt Nam,pham.van.mai947@outlook.com,0374908958,031269976505,Góa,Trung học phổ thông,Nhân viên văn phòng,An Giang,4,2024-08-09,H'Mông,2022-03-01
