ho_so_id,ref_id,ten_chu_ho_so,val_02,loai_ho_so,co_quan_tiep_nhan,ngay_nop,han_giai_quyet,trang_thai_xu_ly,ext_info,code_x,so_bao_hiem,phi_ho_so,nhan_vien_xu_ly,dia_chi_lien_lac,meta_addr,so_ho_khau,kenh_tiep_nhan,ket_qua_xu_ly,updated_at
ADM-505349,033163713919,Nguyễn Phương Linh,0907165490,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2022-09-06,2022-10-19,Chờ bổ sung hồ sơ,nguyen.phuong.linh292@gmail.com,033163713919,7410584951,0,NV-724421,"115 Đinh Tiên Hoàng, Phường Hải Tân, TP. Hải Dương, Hải Dương","358 Nam Kỳ Khởi Nghĩa, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",087/785503,Online,Đang xem xét,2023-02-06
ADM-689631,040285313974,Bùi Đức Long,0379108403,Đăng ký kinh doanh,Sở Tư pháp Hà Nội,2023-12-14,2024-01-08,Từ chối,bui.duc.long760@hotmail.com,040285313974,9068318345,200000,NV-928461,"178 Trần Phú, Phường Núi Sam, TP. Châu Đốc, An Giang","267 Phạm Văn Đồng, Phường Đồng Kỵ, TP. Từ Sơn, Bắc Ninh",094/913626,Online,Từ chối,2022-03-10
ADM-617253,038161645445,Trần Văn Thảo,0866670319,Khai sinh,UBND Quận 1,2022-09-20,2022-11-06,Chờ bổ sung hồ sơ,tran.van.thao404@gmail.com,038161645445,9712387699,100000,NV-814097,"465 Đinh Tiên Hoàng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","350 Lê Lợi, Phường Hiến Nam, TP. Hưng Yên, Hưng Yên",031/242048,Online,Đang xem xét,2022-05-05
ADM-937041,083183778469,Lê Thanh Uyên,0701985453,Giấy phép xây dựng,UBND Huyện Gia Lâm,2021-03-16,2021-04-21,Chờ bổ sung hồ sơ,le.thanh.uyen981@gmail.com,083183778469,8984543127,100000,NV-821678,"114 Đinh Tiên Hoàng, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên","103 Bà Triệu, Phường Châu Phú A, TP. Châu Đốc, An Giang",031/299029,Qua đại lý,Đang xem xét,2024-01-03
ADM-165690,017085055693,Đặng Ngọc Tuấn,0794109413,Đăng ký kết hôn,Sở Kế hoạch và Đầu tư Hà Nội,2023-07-07,2023-08-23,Đang xử lý,dang.ngoc.tuan616@gmail.com,017085055693,2634949429,200000,NV-724086,"354 Lê Lợi, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng","404 Hoàng Diệu, Phường An Tảo, TP. Hưng Yên, Hưng Yên",070/503296,Online,Chấp thuận,2024-10-03
ADM-406954,038278044829,Hoàng Đức Châu,0923401644,Khai tử,UBND Huyện Gia Lâm,2023-08-21,2023-09-03,Hoàn thành,hoang.duc.chau379@hotmail.com,038278044829,4939733409,0,NV-749493,"448 Hoàng Văn Thụ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","73 Lê Lợi, Xã Lạc Đạo, Huyện Văn Lâm, Hưng Yên",091/384386,Trực tiếp,Chấp thuận,2022-03-12
ADM-510965,082166390218,Phan Anh Phúc,0817862498,Đăng ký kinh doanh,UBND Huyện Gia Lâm,2023-09-10,2023-10-26,Từ chối,phan.anh.phuc842@hotmail.com,082166390218,2884491245,0,NV-161249,"111 Cách Mạng Tháng 8, Phường Mỹ Long, TP. Long Xuyên, An Giang","481 Trần Phú, Phường Bần Yên Nhân, TX. Mỹ Hào, Hưng Yên",045/107156,Qua đại lý,Chấp thuận,2022-10-02
ADM-328999,034082561191,Phan Trung Giang,0825604772,Đăng ký kinh doanh,UBND TP. Hà Nội,2021-10-05,2021-12-02,Từ chối,phan.trung.giang77@hotmail.com,034082561191,6356228132,200000,NV-590049,"231 Lý Thường Kiệt, Xã Ninh Giang, Huyện Hoa Lư, Ninh Bình","127 Hoàng Diệu, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",077/707901,Bưu điện,Đang xem xét,2023-11-21
ADM-605826,042368351035,Lê Thành Xuân,0344338151,Chứng minh nhân dân,UBND Quận 1,2022-03-11,2022-04-01,Chờ bổ sung hồ sơ,le.thanh.xuan88@outlook.com,042368351035,4422871479,200000,NV-983268,"83 Hoàng Diệu, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ","411 Điện Biên Phủ, Phường Văn An, TP. Chí Linh, Hải Dương",091/802131,Bưu điện,Đang xem xét,2022-12-10
ADM-233213,031379667068,Hoàng Thị Châu,0911192043,Khai tử,UBND Quận 1,2024-11-30,2025-01-18,Đang xử lý,hoang.thi.chau712@gmail.com,031379667068,3831844543,0,NV-626466,"464 Phạm Văn Đồng, Phường Thủy Dương, TX. Hương Thủy, Thừa Thiên Huế","238 Trần Phú, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",020/996878,Trực tiếp,Chấp thuận,2022-11-01
ADM-501569,079289579637,Dương Thùy Hùng,0376028875,Đăng ký kết hôn,UBND Quận Bình Thạnh,2023-01-08,2023-01-16,Đang xử lý,duong.thuy.hung549@gmail.com,079289579637,8117184617,100000,NV-631949,"399 Bà Triệu, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế","475 Nguyễn Huệ, Phường Đông Xuyên, TP. Long Xuyên, An Giang",067/804147,Bưu điện,Từ chối,2022-06-17
ADM-512761,027363542072,Nguyễn Đức Toàn,0844201605,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2023-08-04,2023-09-12,Chờ bổ sung hồ sơ,nguyen.duc.toan294@hotmail.com,027363542072,2452649080,200000,NV-839341,"134 Võ Thị Sáu, Phường Nghi Thu, TX. Cửa Lò, Nghệ An","183 Đinh Tiên Hoàng, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",070/118214,Online,Từ chối,2023-05-29
ADM-438756,067087529224,Ngô Minh Bình,0868494892,Đăng ký kết hôn,UBND Huyện Gia Lâm,2022-11-25,2022-12-28,Hoàn thành,ngo.minh.binh158@yahoo.com,067087529224,3689866990,100000,NV-341931,"455 Phạm Văn Đồng, Phường An Phú, Huyện Thuận An, Bình Dương","412 Nam Kỳ Khởi Nghĩa, Phường An Bình, Quận Ninh Kiều, Cần Thơ",049/455494,Bưu điện,Từ chối,2023-02-09
ADM-804017,015287843657,Đỗ Đức Nga,0777242191,Khai tử,Sở Tư pháp Hà Nội,2024-03-29,2024-05-19,Đang xử lý,do.duc.nga576@hotmail.com,015287843657,4446725215,100000,NV-481729,"422 Phan Đình Phùng, Phường Hiến Nam, TP. Hưng Yên, Hưng Yên","442 Nguyễn Văn Cừ, Phường Dư Hàng, Quận Lê Chân, Hải Phòng",084/360426,Trực tiếp,Từ chối,2024-05-06
ADM-446284,002082342590,Huỳnh Anh Uyên,0969979758,Đăng ký kinh doanh,UBND TP. Hà Nội,2024-09-23,2024-10-11,Đang xử lý,huynh.anh.uyen8@outlook.com,002082342590,4114470287,100000,NV-997087,"224 Hoàng Diệu, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ","260 Đinh Tiên Hoàng, Phường Thủy Dương, TX. Hương Thủy, Thừa Thiên Huế",067/300718,Qua đại lý,Đang xem xét,2022-09-15
ADM-782166,020184739578,Lý Xuân Hùng,0918526548,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2023-04-02,2023-05-28,Hoàn thành,ly.xuan.hung274@hotmail.com,020184739578,8028780473,200000,NV-718420,"468 Đinh Tiên Hoàng, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","200 Lê Lợi, Phường Lam Sơn, TP. Thanh Hóa, Thanh Hóa",033/249052,Online,Đang xem xét,2022-10-22
ADM-618612,030089096351,Ngô Văn Giang,0798549126,Giấy phép xây dựng,UBND Quận Hoàn Kiếm,2021-12-12,2022-01-12,Hoàn thành,ngo.van.giang677@gmail.com,030089096351,9158029870,100000,NV-488927,"106 Phạm Văn Đồng, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh","340 Nguyễn Huệ, Phường Đông Sơn, TP. Thanh Hóa, Thanh Hóa",089/299183,Trực tiếp,Đang xem xét,2023-08-01
ADM-358930,027084216261,Nguyễn Ngọc Tuấn,0919061668,Đăng ký kết hôn,UBND Quận Bình Thạnh,2022-12-01,2022-12-13,Đang xử lý,nguyen.ngoc.tuan340@gmail.com,027084216261,5219525944,200000,NV-298774,"33 Nguyễn Trãi, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình","78 Nguyễn Trãi, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",062/237415,Bưu điện,Chấp thuận,2023-04-27
ADM-502870,084303034994,Phạm Xuân Châu,0883463248,Chứng minh nhân dân,UBND Quận Bình Thạnh,2022-02-18,2022-03-09,Chờ bổ sung hồ sơ,pham.xuan.chau842@yahoo.com,084303034994,4913582019,200000,NV-952852,"63 Cách Mạng Tháng 8, Xã Ô Long Vĩ, Huyện Châu Phú, An Giang","342 Đinh Tiên Hoàng, Xã Diễn Kỷ, Huyện Diễn Châu, Nghệ An",084/359589,Online,Từ chối,2024-03-15
ADM-791891,008174709958,Hoàng Phương Uyên,0768520184,Hộ chiếu,UBND Quận 1,2021-08-07,2021-08-21,Từ chối,hoang.phuong.uyen851@gmail.com,008174709958,2828659588,0,NV-585008,"61 Lý Thường Kiệt, Xã Đặng Cương, Huyện An Dương, Hải Phòng","61 Điện Biên Phủ, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",086/204333,Online,Từ chối,2022-07-22
ADM-467277,087162352059,Hồ Hữu Thảo,0569145677,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2024-08-04,2024-09-16,Hoàn thành,ho.huu.thao203@yahoo.com,087162352059,5423933202,0,NV-917428,"391 Nam Kỳ Khởi Nghĩa, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai","48 Tô Hiến Thành, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",038/573027,Online,Từ chối,2023-10-26
ADM-352952,089161245113,Đỗ Phương Hà,0943128314,Khai tử,Sở Tư pháp Hà Nội,2024-05-31,2024-06-17,Chờ bổ sung hồ sơ,do.phuong.ha455@protonmail.com,089161245113,5720802564,0,NV-203104,"337 Điện Biên Phủ, Phường Tân Định, Quận 1, TP. Hồ Chí Minh","37 Trường Chinh, Xã Long Châu, Huyện Yên Phong, Bắc Ninh",002/130605,Trực tiếp,Chấp thuận,2024-09-22
ADM-260631,030389341698,Hồ Thị Việt,0586407035,Khai tử,UBND Huyện Gia Lâm,2023-03-24,2023-04-03,Từ chối,ho.thi.viet742@yahoo.com,030389341698,5864239208,0,NV-796346,"35 Lê Lợi, Phường An Bình, TP. Rạch Giá, Kiên Giang","80 Võ Thị Sáu, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",042/954048,Online,Từ chối,2023-12-17
ADM-144665,040063710457,Đỗ Hữu Phúc,0837048862,Hộ chiếu,UBND Quận Hoàn Kiếm,2023-06-07,2023-07-17,Hoàn thành,do.huu.phuc75@outlook.com,040063710457,1174787426,50000,NV-450327,"312 Nguyễn Trãi, Phường Trần Phú, TP. Hải Dương, Hải Dương","190 Bà Triệu, Phường Bần Yên Nhân, TX. Mỹ Hào, Hưng Yên",001/675601,Qua đại lý,Từ chối,2024-06-07
ADM-870734,070383568286,Nguyễn Quốc Dũng,0399571073,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2022-12-10,2023-01-26,Từ chối,nguyen.quoc.dung66@hotmail.com,070383568286,7921126103,200000,NV-954510,"424 Nguyễn Huệ, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế","373 Nguyễn Trãi, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",004/528082,Online,Đang xem xét,2023-04-30
ADM-857203,012291743878,Huỳnh Anh Bình,0776063583,Đăng ký kinh doanh,UBND Quận 1,2022-02-21,2022-03-05,Chờ bổ sung hồ sơ,huynh.anh.binh116@gmail.com,012291743878,2595805374,100000,NV-432075,"91 Nam Kỳ Khởi Nghĩa, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh","151 Võ Thị Sáu, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên",046/167877,Qua đại lý,Đang xem xét,2023-03-31
ADM-255067,079371143675,Lý Văn Nam,0987154331,Giấy phép lái xe,UBND Huyện Gia Lâm,2021-12-18,2022-01-19,Hoàn thành,ly.van.nam278@gmail.com,079371143675,1510624380,0,NV-469787,"192 Lê Lợi, Phường Lê Mao, TP. Vinh, Nghệ An","459 Nguyễn Trãi, Xã Ninh An, Huyện Hoa Lư, Ninh Bình",035/501473,Online,Đang xem xét,2023-05-04
ADM-240292,089369425910,Dương Thị Long,0395778959,Hộ chiếu,Sở Tư pháp Hà Nội,2023-04-19,2023-05-01,Hoàn thành,duong.thi.long870@protonmail.com,089369425910,1226157402,0,NV-598611,"324 Trường Chinh, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh","206 Điện Biên Phủ, Phường Tân An, Quận Ninh Kiều, Cần Thơ",049/512919,Trực tiếp,Từ chối,2024-01-05
ADM-106612,011185743039,Vũ Trung Hùng,0933871036,Khai sinh,UBND Huyện Gia Lâm,2023-12-24,2024-01-23,Hoàn thành,vu.trung.hung520@hotmail.com,011185743039,7364099105,200000,NV-103755,"68 Trần Phú, Phường Đồng Kỵ, TP. Từ Sơn, Bắc Ninh","473 Đinh Tiên Hoàng, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",024/819229,Online,Từ chối,2023-12-01
ADM-454850,022269211365,Đỗ Thành An,0978036061,Khai tử,UBND Quận Bình Thạnh,2022-08-03,2022-09-27,Đang xử lý,do.thanh.an678@hotmail.com,022269211365,3567468658,50000,NV-808084,"453 Tô Hiến Thành, Thị trấn An Dương, Huyện An Dương, Hải Phòng","113 Hai Bà Trưng, Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương",083/576947,Bưu điện,Đang xem xét,2023-07-27
ADM-830974,033272550036,Hoàng Quốc Phúc,0906811381,Giấy phép lái xe,Sở Tư pháp TP.HCM,2021-09-09,2021-10-25,Chờ bổ sung hồ sơ,hoang.quoc.phuc365@hotmail.com,033272550036,3910967409,100000,NV-364238,"488 Võ Thị Sáu, Phường Bãi Cháy, TP. Hạ Long, Quảng Ninh","38 Tô Hiến Thành, Phường An Bình, Quận Ninh Kiều, Cần Thơ",008/376492,Bưu điện,Từ chối,2023-09-07
ADM-300843,011194260720,Phạm Bảo Lan,0933548344,Đăng ký kinh doanh,UBND Quận Bình Thạnh,2023-10-14,2023-10-23,Đang xử lý,pham.bao.lan810@protonmail.com,011194260720,9507944724,0,NV-672036,"405 Bà Triệu, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang","428 Trần Phú, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",095/358727,Qua đại lý,Chấp thuận,2024-12-02
ADM-376013,077277238965,Phạm Xuân Nam,0782548797,Khai tử,UBND Quận Hoàn Kiếm,2023-12-26,2024-01-25,Đang xử lý,pham.xuan.nam518@yahoo.com,077277238965,8699268918,0,NV-863822,"446 Võ Thị Sáu, Phường Tân An, Quận Ninh Kiều, Cần Thơ","67 Bà Triệu, Phường Văn Chương, Quận Đống Đa, Hà Nội",046/540364,Trực tiếp,Đang xem xét,2024-12-19
ADM-382704,082302834837,Hoàng Trung Quân,0985654235,Ly hôn,UBND Huyện Gia Lâm,2024-06-21,2024-07-14,Chờ bổ sung hồ sơ,hoang.trung.quan674@gmail.com,082302834837,1332093344,200000,NV-609631,"275 Nam Kỳ Khởi Nghĩa, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương","23 Phan Đình Phùng, Phường Mỹ Bình, TP. Long Xuyên, An Giang",008/323575,Trực tiếp,Đang xem xét,2024-10-31
ADM-631737,089066445946,Nguyễn Ngọc Quân,0709421697,Đăng ký kinh doanh,UBND Huyện Gia Lâm,2023-05-03,2023-05-21,Chờ bổ sung hồ sơ,nguyen.ngoc.quan716@yahoo.com,089066445946,2182468428,200000,NV-399833,"429 Phan Đình Phùng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng","231 Phạm Văn Đồng, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế",006/882806,Trực tiếp,Từ chối,2024-02-18
ADM-345034,075360723133,Vũ Thị Phúc,0826790748,Hộ chiếu,Sở Tư pháp Hà Nội,2024-03-17,2024-05-07,Chờ bổ sung hồ sơ,vu.thi.phuc285@hotmail.com,075360723133,4091581147,50000,NV-133850,"446 Hoàng Diệu, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng","365 Phan Đình Phùng, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",094/380671,Qua đại lý,Từ chối,2023-07-03
ADM-446511,049198063412,Phạm Văn Lan,0326795555,Giấy phép xây dựng,Sở Kế hoạch và Đầu tư Hà Nội,2023-11-07,2023-12-16,Từ chối,pham.van.lan833@yahoo.com,049198063412,6281805618,100000,NV-646617,"67 Hoàng Văn Thụ, Xã Phong Phú, Huyện Bình Chánh, TP. Hồ Chí Minh","184 Võ Thị Sáu, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",089/220693,Online,Từ chối,2023-04-20
ADM-652881,020373721360,Lý Thùy Quân,0893610036,Giấy phép xây dựng,UBND Quận 1,2024-03-05,2024-04-04,Từ chối,ly.thuy.quan290@outlook.com,020373721360,5452330534,100000,NV-116462,"361 Nguyễn Huệ, Phường Cẩm Tây, TP. Cẩm Phả, Quảng Ninh","330 Trần Phú, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",082/519988,Bưu điện,Chấp thuận,2023-08-23
ADM-767207,083092954468,Vũ Đức Việt,0948763084,Hộ chiếu,Sở Kế hoạch và Đầu tư Hà Nội,2021-12-05,2022-01-26,Từ chối,vu.duc.viet898@gmail.com,083092954468,8377170736,0,NV-420443,"474 Nguyễn Huệ, Phường An Khánh, Quận Ninh Kiều, Cần Thơ","478 Lê Văn Sỹ, Phường Nam Sơn, TP. Tam Điệp, Ninh Bình",075/654668,Trực tiếp,Chấp thuận,2022-12-11
ADM-785756,077178919255,Dương Thành Long,0709565175,Ly hôn,Sở Kế hoạch và Đầu tư Hà Nội,2024-06-16,2024-08-01,Hoàn thành,duong.thanh.long624@yahoo.com,077178919255,6566140111,0,NV-299081,"329 Nguyễn Văn Cừ, Phường Đông Thành, TP. Ninh Bình, Ninh Bình","142 Điện Biên Phủ, Xã Hương Xuân, TX. Hương Trà, Thừa Thiên Huế",060/460804,Qua đại lý,Từ chối,2023-06-21
ADM-386387,012174293138,Huỳnh Phương Châu,0976874394,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2023-09-01,2023-09-09,Hoàn thành,huynh.phuong.chau189@gmail.com,012174293138,5783676327,200000,NV-157949,"374 Nam Kỳ Khởi Nghĩa, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên","120 Hoàng Diệu, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",074/528367,Qua đại lý,Từ chối,2023-01-21
ADM-932455,086376172343,Huỳnh Quốc Hùng,0365850371,Hộ chiếu,UBND Quận Hoàn Kiếm,2022-12-12,2023-01-06,Hoàn thành,huynh.quoc.hung825@hotmail.com,086376172343,9388440829,0,NV-442699,"124 Lý Thường Kiệt, Xã Hoằng Lộc, Huyện Hoằng Hóa, Thanh Hóa","26 Phạm Văn Đồng, Phường Túc Duyên, TP. Thái Nguyên, Thái Nguyên",038/533171,Trực tiếp,Từ chối,2024-09-23
ADM-104400,089380462694,Phạm Thanh Nga,0781472465,Giấy phép lái xe,Sở Tư pháp TP.HCM,2021-09-12,2021-10-18,Chờ bổ sung hồ sơ,pham.thanh.nga364@protonmail.com,089380462694,4641627409,50000,NV-719179,"496 Nguyễn Huệ, Xã Chỉ Đạo, Huyện Văn Lâm, Hưng Yên","235 Lý Thường Kiệt, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình",036/530656,Online,Chấp thuận,2024-11-12
ADM-591173,025089289063,Đỗ Ngọc Xuân,0854290793,Khai sinh,Sở Kế hoạch và Đầu tư Hà Nội,2022-04-22,2022-05-23,Hoàn thành,do.ngoc.xuan509@outlook.com,025089289063,9469941158,0,NV-527415,"20 Trần Phú, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa","283 Lê Văn Sỹ, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",006/460534,Online,Từ chối,2023-09-15
ADM-284018,025174971745,Vũ Quốc Yến,0597967399,Đăng ký kinh doanh,UBND Quận Hoàn Kiếm,2021-11-10,2021-12-24,Đang xử lý,vu.quoc.yen656@gmail.com,025174971745,3127773984,50000,NV-302138,"299 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh","393 Hoàng Diệu, Phường 1, Quận Tân Bình, TP. Hồ Chí Minh",027/545671,Bưu điện,Từ chối,2023-01-25
ADM-296336,022373640182,Bùi Minh Hà,0763804943,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2021-07-18,2021-08-31,Đang xử lý,bui.minh.ha241@yahoo.com,022373640182,5532337967,0,NV-668189,"175 Cách Mạng Tháng 8, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế","233 Hoàng Diệu, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế",001/770429,Bưu điện,Chấp thuận,2023-07-05
ADM-390598,017265575848,Đặng Đức Yến,0821114188,Hộ chiếu,Sở Tư pháp Hà Nội,2023-02-01,2023-02-25,Hoàn thành,dang.duc.yen914@protonmail.com,017265575848,7755729848,0,NV-653311,"345 Cách Mạng Tháng 8, Phường Phả Lại, TP. Chí Linh, Hải Dương","71 Cách Mạng Tháng 8, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",095/125321,Trực tiếp,Chấp thuận,2022-06-29
ADM-316183,008295893369,Trần Văn Phúc,0848024304,Chứng minh nhân dân,UBND Quận Hoàn Kiếm,2023-11-09,2023-12-22,Từ chối,tran.van.phuc278@yahoo.com,008295893369,4778633109,50000,NV-294805,"34 Lê Văn Sỹ, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","78 Hoàng Diệu, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình",086/333734,Bưu điện,Đang xem xét,2024-10-28
ADM-886696,015092910896,Lê Trung Tâm,0796775051,Khai sinh,UBND Quận Hoàn Kiếm,2022-08-19,2022-09-13,Chờ bổ sung hồ sơ,le.trung.tam840@gmail.com,015092910896,9299899276,200000,NV-732069,"408 Phan Đình Phùng, Phường Tân Phong, TP. Biên Hòa, Đồng Nai","281 Võ Thị Sáu, Phường Vĩnh Ninh, TP. Huế, Thừa Thiên Huế",033/653867,Qua đại lý,Chấp thuận,2023-07-07
ADM-857859,080387291479,Đỗ Anh Tâm,0914248217,Giấy phép xây dựng,Sở Tư pháp Hà Nội,2022-11-05,2022-11-18,Đang xử lý,do.anh.tam966@yahoo.com,080387291479,8622611821,100000,NV-674492,"194 Điện Biên Phủ, Phường Vĩnh Mỹ, TP. Châu Đốc, An Giang","130 Lê Lợi, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",037/110198,Qua đại lý,Đang xem xét,2023-10-12
ADM-552423,026168853805,Hoàng Thành Yến,0785169991,Chứng minh nhân dân,UBND TP. Hà Nội,2023-08-11,2023-09-02,Từ chối,hoang.thanh.yen49@hotmail.com,026168853805,5739068999,200000,NV-197960,"238 Phạm Văn Đồng, Phường An Thới, Quận Bình Thủy, Cần Thơ","235 Đinh Tiên Hoàng, Phường Đông Xuyên, TP. Long Xuyên, An Giang",089/241602,Qua đại lý,Chấp thuận,2022-04-14
ADM-705877,031270854975,Hồ Thùy Bình,0706563408,Chứng minh nhân dân,UBND Quận Hoàn Kiếm,2024-02-11,2024-03-18,Đang xử lý,ho.thuy.binh414@protonmail.com,031270854975,6380670637,50000,NV-187709,"375 Trần Phú, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","252 Lê Văn Sỹ, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương",062/146931,Online,Chấp thuận,2022-03-03
ADM-882241,026098843365,Đỗ Trung Hà,0918212700,Chứng minh nhân dân,UBND Quận Bình Thạnh,2024-04-29,2024-05-25,Đang xử lý,do.trung.ha948@hotmail.com,026098843365,7081753699,100000,NV-656671,"221 Võ Thị Sáu, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","320 Lý Thường Kiệt, Phường Nhân Hòa, TX. Mỹ Hào, Hưng Yên",025/871134,Bưu điện,Chấp thuận,2023-11-19
ADM-334590,080392609265,Ngô Thành Hùng,0565845050,Chứng minh nhân dân,UBND Quận Bình Thạnh,2021-07-28,2021-08-31,Hoàn thành,ngo.thanh.hung479@gmail.com,080392609265,6332473564,100000,NV-850831,"190 Phạm Văn Đồng, Phường Võ Cường, TP. Bắc Ninh, Bắc Ninh","305 Hoàng Văn Thụ, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",048/256996,Bưu điện,Từ chối,2022-02-10
ADM-495204,087271212149,Vũ Thanh Tuấn,0336812784,Ly hôn,Sở Tư pháp TP.HCM,2021-08-15,2021-09-17,Từ chối,vu.thanh.tuan188@protonmail.com,087271212149,8251989017,100000,NV-734331,"419 Hai Bà Trưng, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","148 Lê Lợi, Phường 1, Quận Tân Bình, TP. Hồ Chí Minh",060/165284,Bưu điện,Chấp thuận,2023-09-16
ADM-736968,052285660644,Đỗ Xuân Linh,0831108604,Ly hôn,UBND Quận 1,2022-01-19,2022-01-31,Đang xử lý,do.xuan.linh126@gmail.com,052285660644,8834189784,100000,NV-333093,"43 Nguyễn Huệ, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình","3 Nguyễn Văn Cừ, Xã Đồi 61, Huyện Trảng Bom, Đồng Nai",075/884465,Trực tiếp,Chấp thuận,2023-05-01
ADM-719927,027100492679,Đỗ Thanh Bình,0367797881,Giấy phép xây dựng,Sở Kế hoạch và Đầu tư Hà Nội,2024-01-05,2024-01-24,Hoàn thành,do.thanh.binh988@hotmail.com,027100492679,7866493475,100000,NV-490995,"346 Đinh Tiên Hoàng, Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương","65 Nguyễn Văn Cừ, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình",015/845620,Bưu điện,Chấp thuận,2022-11-07
ADM-900457,079396065215,Nguyễn Quốc An,0869646377,Khai sinh,UBND Huyện Gia Lâm,2021-12-06,2022-01-17,Chờ bổ sung hồ sơ,nguyen.quoc.an178@protonmail.com,079396065215,8090363166,100000,NV-857636,"288 Lê Lợi, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang","295 Lê Lợi, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang",096/466089,Qua đại lý,Từ chối,2023-03-24
ADM-287279,020078445287,Đỗ Bảo Mai,0784579027,Khai tử,UBND Quận 1,2023-01-02,2023-02-12,Hoàn thành,do.bao.mai852@hotmail.com,020078445287,5396572824,0,NV-628153,"32 Nguyễn Trãi, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","111 Lê Văn Sỹ, Phường Đồng Kỵ, TP. Từ Sơn, Bắc Ninh",095/177134,Trực tiếp,Đang xem xét,2023-03-13
ADM-472048,079084021937,Hồ Ngọc Sơn,0379615883,Khai sinh,UBND Quận 1,2022-09-11,2022-09-21,Từ chối,ho.ngoc.son701@yahoo.com,079084021937,9777326146,100000,NV-329057,"105 Trường Chinh, Phường Đông Xuyên, TP. Long Xuyên, An Giang","11 Cách Mạng Tháng 8, Xã Kim Sơn, Huyện Gia Lâm, Hà Nội",017/493196,Qua đại lý,Đang xem xét,2024-03-20
