txn_id,initiator_key,sender_fullname,acct_a,val_c,acct_b,receiver_name,so_tien,loai_tien_te,loai_giao_dich,kenh_giao_dich,trang_thai,notify_ref,ip_addr,device_fingerprint,geo_label,receiver_phone,phi_giao_dich,created_at,batch_id
TXN-206013,087090284224,Nguyễn Xuân Hùng,39455740975,0882851374,252091113462,Phạm Quốc Việt,50000,VND,Nạp tiền,Mobile Banking,Chờ xác nhận,nguyen.xuan.hung696@hotmail.com,46.144.97.119,7dff7cf05fce6418cfea48d0783f9ef4,Đà Nẵng,0377859516,1000,2024-02-25,BATCH-7927
TXN-778413,068065593897,Trần Trung Linh,71810158463,0828576866,759475858045880,Phạm Hữu Hà,20000000,VND,Thanh toán hóa đơn,Internet Banking,Đang xử lý,tran.trung.linh530@hotmail.com,83.202.216.189,2f82fd5ebb0ffd69b66bfdc3b6cddf7a,Nghệ An,0987394155,2000,2022-01-16,BATCH-7828
TXN-224571,067163465439,Vũ Xuân Nga,272493659,0377027999,9884870990,Trần Phương Tâm,50000000,VND,Nạp tiền,Mobile Banking,Thành công,vu.xuan.nga152@gmail.com,232.170.51.51,cd8051c3bdf66596c3bf56580da7ba1c,Cần Thơ,0945485181,1000,2022-03-08,BATCH-7835
TXN-304567,056271181368,Phạm Thành An,031149875341,0394635069,8676009027701432,Bùi Hữu Dũng,500000,VND,Rút tiền,Quầy giao dịch,Thành công,pham.thanh.an365@yahoo.com,183.23.131.248,ede0aa966e6d7225fc6fc3b1ced07354,Thừa Thiên Huế,0979485510,0,2024-03-07,BATCH-6517
TXN-812672,056278781509,Phan Thùy Nga,4703008111153,0353079300,03901447712,Nguyễn Thùy Toàn,20000000,VND,Chuyển khoản,POS,Đang xử lý,phan.thuy.nga618@yahoo.com,80.203.94.237,f7f6f6ad370e9cc072fcaeecfabfc4f8,Hà Nội,0899983258,2000,2022-01-11,BATCH-4788
TXN-950138,045292361912,Phạm Thành Giang,293915569793584,0907048029,888826813,Đặng Đức Linh,1000000,VND,Thanh toán thẻ,POS,Thành công,pham.thanh.giang613@gmail.com,219.126.87.241,ca4124b762fdedfc107d34f7b65a8c3c,Cần Thơ,0889040746,2000,2024-08-17,BATCH-4686
TXN-432798,072365400975,Phan Thị Lan,591026539,0338819044,9093682750071590,Lê Anh Thảo,20000000,VND,Chuyển khoản,POS,Thành công,phan.thi.lan781@yahoo.com,180.201.122.209,ecb9e05a960cddb902e26b6b11ec547b,An Giang,0925973018,10000,2023-02-28,BATCH-5625
TXN-628215,049280298332,Dương Văn Thảo,67316734222,0865137060,75688316228028,Lê Phương Dũng,100000000,VND,Nạp tiền,Mobile Banking,Đang xử lý,duong.van.thao266@yahoo.com,101.1.85.158,1f2657aef96bdd3a31b3da5d4bb2c7aa,Bắc Ninh,0378101117,5000,2023-05-27,BATCH-3199
TXN-755703,030187930826,Lê Hữu Dũng,88533572020958,0368617004,938544691741019,Trần Quốc Quân,10000000,VND,Chuyển khoản,POS,Chờ xác nhận,le.huu.dung504@yahoo.com,252.148.204.94,eed7bd1b50af29c0f99b1ea7aa9bf4aa,Hải Dương,0569059783,1000,2022-01-29,BATCH-3119
TXN-501224,030391752473,Phan Minh Yến,906710349,0364959704,590989641677394,Ngô Hữu Giang,100000,VND,Nạp tiền,POS,Thất bại,phan.minh.yen543@protonmail.com,136.215.62.34,5044e8ca91eb348fcb2ac02d67e71bd2,TP. Hồ Chí Minh,0865014820,1000,2023-04-24,BATCH-4346
TXN-327726,096169121038,Hoàng Minh Nam,415664501597,0989523704,426788309934,Ngô Văn Lan,2000000,VND,Mua sắm online,ATM,Thành công,hoang.minh.nam573@gmail.com,76.3.14.78,dafe8dbfc9db5a0779c91d6b4bf51d2a,Hải Phòng,0327145118,10000,2022-09-16,BATCH-9050
TXN-628518,030272392076,Dương Trung Bình,555262967,0869017552,9669709035,Bùi Thành Sơn,100000000,VND,Thanh toán hóa đơn,Internet Banking,Chờ xác nhận,duong.trung.binh113@hotmail.com,125.76.238.54,bcdee1edfcbbfa28c6d7e6e7326ee3da,Ninh Bình,0329378377,0,2022-04-04,BATCH-6772
TXN-551852,042260839097,Bùi Trung Tuấn,1036684909841,0348184795,1789180320,Đỗ Văn Sơn,500000,VND,Thanh toán thẻ,ATM,Chờ xác nhận,bui.trung.tuan806@outlook.com,158.189.43.98,0cbeeac9cf565bdf30d5d6dd8412766d,Hải Dương,0599608566,2000,2023-10-01,BATCH-9541
TXN-110142,014263680947,Phạm Quốc Mai,218504231223170,0398186875,90786341286047,Vũ Ngọc Hùng,50000000,VND,Mua sắm online,Internet Banking,Thất bại,pham.quoc.mai689@hotmail.com,32.251.16.44,bd4e70a113c4ddf9c3cfc8b4e43c5b0f,Thừa Thiên Huế,0858691851,10000,2023-06-06,BATCH-2356
TXN-320476,042395450674,Nguyễn Xuân Dũng,26787808903854,0565450781,21012474906082,Ngô Đức Toàn,20000000,VND,Chuyển khoản,Quầy giao dịch,Thành công,nguyen.xuan.dung978@outlook.com,253.101.155.161,d472ed845c5e4f5ef4d0ad46b319b346,Hải Phòng,0882114775,2000,2024-07-02,BATCH-1041
TXN-555373,083074698922,Đặng Trung Phúc,1607078498,0923724857,9885633744822,Bùi Ngọc Linh,50000,VND,Thanh toán thẻ,ATM,Thất bại,dang.trung.phuc136@gmail.com,78.222.80.106,ed6d31a5a78e9fedf8cecb8dfea8ed8d,Ninh Bình,0596282564,10000,2023-04-02,BATCH-3426
TXN-168531,072080102874,Bùi Anh An,967571761582055,0933370358,82923063998721,Đặng Thành Hùng,10000000,VND,Chuyển khoản,Internet Banking,Đang xử lý,bui.anh.an237@protonmail.com,209.40.15.151,d2995f198d0404cc65cacfaeb75e2021,Hà Nội,0912135384,5000,2022-03-01,BATCH-9232
TXN-112721,064288932758,Đặng Thị Uyên,156519237715,0886087079,59713917133262,Huỳnh Xuân Hà,10000000,VND,Mua sắm online,ATM,Thất bại,dang.thi.uyen314@protonmail.com,62.18.61.144,a9fbea4e9cdddc62f3608f55ebc30b4f,Đà Nẵng,0935603728,10000,2024-07-01,BATCH-7730
TXN-273575,092389761739,Phan Hữu Châu,07933297229,0918100865,855139823195,Hoàng Văn Toàn,20000000,VND,Mua sắm online,Internet Banking,Thất bại,phan.huu.chau159@outlook.com,151.236.26.173,6e7e3bbca417be0e0d6a6cde6fbdac12,Thái Nguyên,0937189805,5000,2023-12-24,BATCH-5488
TXN-873865,015060813440,Lý Phương Uyên,0042731964651,0886612096,883795040039,Hoàng Xuân An,20000000,VND,Mua sắm online,Internet Banking,Thất bại,ly.phuong.uyen10@gmail.com,156.152.3.36,9cb77bc46badcee0103deac0d88cc9af,Bình Dương,0962616509,5000,2022-08-31,BATCH-3087
TXN-466624,086078513565,Hồ Trung Hà,4609577810089476,0815829491,88658564343,Ngô Trung Uyên,50000,VND,Nạp tiền,POS,Thất bại,ho.trung.ha261@yahoo.com,4.158.13.199,17eb617b2a3aef1f9c3afe4ae0cef95e,Bình Dương,0947534780,2000,2024-10-05,BATCH-8875
TXN-393925,093063017309,Đặng Thị Xuân,033260389,0891688554,0133213544,Hoàng Phương Thảo,50000000,VND,Nạp tiền,Quầy giao dịch,Thất bại,dang.thi.xuan13@hotmail.com,3.10.87.163,54fa0260fb9f7f2bedf059d2f27daf1d,Quảng Ninh,0912050042,0,2022-01-26,BATCH-7806
TXN-403736,080368885723,Đỗ Văn Yến,4420064664,0818187751,67565806305,Dương Anh Lan,20000000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,do.van.yen210@yahoo.com,251.41.132.59,dad926f2d729dea5d4e3e1c5cfce8aff,Ninh Bình,0357209778,1000,2022-08-17,BATCH-5958
TXN-348099,015003027380,Bùi Đức Mai,3508250680699,0782268678,43116517906422,Huỳnh Phương Xuân,10000000,VND,Nạp tiền,POS,Thất bại,bui.duc.mai914@outlook.com,136.69.10.195,34fcecaa7e1fbf0eb9c91a18f4c133bf,Quảng Ninh,0327271855,0,2024-09-22,BATCH-9558
TXN-461303,077185699662,Hồ Thanh An,9389521388916539,0359843458,9662153051700735,Phan Thanh Toàn,50000000,VND,Nạp tiền,Internet Banking,Đang xử lý,ho.thanh.an272@yahoo.com,200.148.91.155,bdb794559fffeed0639dc2a5869ba0c6,Nghệ An,0396371323,5000,2023-09-21,BATCH-5036
TXN-353683,024102959584,Phạm Thành Nam,911925744827,0823490827,0350432341342,Ngô Anh Mai,100000000,VND,Thanh toán thẻ,Mobile Banking,Thất bại,pham.thanh.nam715@yahoo.com,141.2.115.22,b1399c70efe4d354525109fc9bcb55ca,Cần Thơ,0339229402,10000,2024-12-11,BATCH-7548
TXN-587294,026174928317,Hoàng Đức Toàn,24098466691017,0888773105,73045161559720,Lý Bảo Châu,100000000,VND,Nạp tiền,Mobile Banking,Thất bại,hoang.duc.toan56@outlook.com,30.69.161.194,ae8cfcda64bb56bc88fdc2df5cbde83e,Hải Dương,0325816240,10000,2022-06-30,BATCH-9596
TXN-641354,035181218618,Ngô Trung Uyên,8607552505729,0362220423,5509225109,Trần Xuân Châu,500000,VND,Mua sắm online,POS,Thành công,ngo.trung.uyen274@yahoo.com,76.69.124.242,5f83b9fe9bcffc387ede1620fffa6b08,Hải Dương,0969636795,2000,2024-12-17,BATCH-3513
TXN-922239,036188917372,Trần Anh Hùng,8453628060,0599978253,224403720746448,Phan Quốc Giang,1000000,VND,Chuyển khoản,Quầy giao dịch,Thành công,tran.anh.hung609@yahoo.com,91.144.135.121,61c37f32d0e3fd19f6b0037a92eea403,Ninh Bình,0945761613,2000,2023-11-09,BATCH-8002
TXN-680231,020199320331,Dương Thị Mai,33500419553,0817373283,835103530907544,Trần Anh Việt,1000000,VND,Mua sắm online,POS,Chờ xác nhận,duong.thi.mai683@hotmail.com,209.76.58.44,f3aa2b9eba1cc1cdfaab6fbb82d68d5d,Thừa Thiên Huế,0394835280,5000,2023-02-10,BATCH-3614
TXN-178152,011282235304,Dương Minh Việt,0681940878,0796134032,576399409800,Bùi Thị Lan,5000000,VND,Chuyển khoản,ATM,Đang xử lý,duong.minh.viet57@hotmail.com,62.140.81.130,1bcd61fa37aeb5a91e4df4eec6ddf6e9,TP. Hồ Chí Minh,0397285054,2000,2023-06-01,BATCH-1785
TXN-927669,006169651269,Đỗ Thị Nam,68748600897512,0581843214,36203867933195,Đặng Thành Uyên,2000000,VND,Mua sắm online,POS,Thành công,do.thi.nam195@protonmail.com,94.208.54.1,ddd0b55bb63eb1e5310619d5ad185e37,Bình Dương,0909147859,5000,2022-02-27,BATCH-8361
TXN-578941,083380409514,Phan Hữu Việt,14927705376,0912871504,133951393,Đặng Xuân Hà,20000000,VND,Rút tiền,POS,Thất bại,phan.huu.viet465@gmail.com,182.12.155.14,b3d1b6ef1333b4b9fab8983fee58a733,Thừa Thiên Huế,0961505978,5000,2023-11-13,BATCH-2522
TXN-540393,092002181442,Huỳnh Phương Nga,0641709083782623,0563704769,1000778676349,Phan Anh Bình,20000000,VND,Nạp tiền,ATM,Thất bại,huynh.phuong.nga363@hotmail.com,249.12.219.107,5d9e0143a4609ecae1378faff00afac4,Thừa Thiên Huế,0362151218,10000,2023-10-28,BATCH-1903
TXN-685526,046172665443,Hoàng Thành Hà,54337582414,0561950979,902627641,Nguyễn Hữu Giang,100000,VND,Mua sắm online,Mobile Banking,Đang xử lý,hoang.thanh.ha750@protonmail.com,224.46.46.21,d1f09c1947a1a8e2b6f06eecceea08bb,Quảng Ninh,0351764295,1000,2023-07-30,BATCH-8864
TXN-949955,046169942405,Vũ Trung Việt,813917191,0892857991,157873152191907,Lê Phương Tâm,10000000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,vu.trung.viet144@gmail.com,128.47.69.222,c88dcddf9fe3aae6546aabb451caf957,Thái Nguyên,0922406645,1000,2024-05-06,BATCH-9193
TXN-325429,046103859275,Hoàng Minh Việt,2992923440760986,0362385187,2807031659,Hoàng Thanh Dũng,200000,VND,Thanh toán thẻ,ATM,Thất bại,hoang.minh.viet473@hotmail.com,185.78.173.8,f1f1b7df93dcd9daa59bd226eb2bf155,Hải Phòng,0973606590,1000,2024-04-05,BATCH-8689
TXN-649771,040384122078,Huỳnh Thành Long,52189020665175,0778839396,242699936,Ngô Thành Bình,5000000,VND,Nạp tiền,Mobile Banking,Thành công,huynh.thanh.long466@outlook.com,163.186.70.100,cc9d5e61650d2b3dea9cf45bfa414fed,Thừa Thiên Huế,0835586525,2000,2023-10-08,BATCH-9968
TXN-392950,002064107780,Lê Phương Nga,8673479007772294,0825799579,14547258488,Hoàng Văn Châu,50000,VND,Thanh toán hóa đơn,Quầy giao dịch,Chờ xác nhận,le.phuong.nga824@protonmail.com,73.96.10.125,9ac96f2a5dfd47936f1d82c7be2beecb,Bình Dương,0778355474,5000,2023-02-16,BATCH-6990
TXN-914228,014367883112,Phạm Thị Long,1991757692580874,0982171760,35642827944,Dương Văn Yến,2000000,VND,Mua sắm online,Internet Banking,Thất bại,pham.thi.long617@outlook.com,248.225.229.96,2edfdde6e9e1f0d2bb589447d68a99b2,Hà Nội,0835819078,10000,2022-11-26,BATCH-4661
TXN-873662,036277788352,Bùi Xuân Việt,0753220438,0346569727,10488330426,Lê Phương Quân,10000000,VND,Nạp tiền,Internet Banking,Thành công,bui.xuan.viet631@outlook.com,66.4.206.173,8eccbc3eedbb3b4c78b4ecab2d312ffc,Đà Nẵng,0325116236,10000,2023-11-04,BATCH-9250
TXN-306878,019164432908,Phan Anh Thảo,83435149304419,0388487977,896465496568,Đỗ Thị Linh,100000,VND,Thanh toán hóa đơn,ATM,Thành công,phan.anh.thao726@gmail.com,89.51.205.81,fdef9c4b89dbabec4fc4a04db1ba1825,Ninh Bình,0847565048,0,2023-12-15,BATCH-6277
TXN-467641,022199588076,Nguyễn Thành Việt,7928024556955,0382767080,2602142436,Vũ Ngọc Nam,100000,VND,Thanh toán hóa đơn,Internet Banking,Thành công,nguyen.thanh.viet402@outlook.com,212.181.49.216,da386af2f9d91ad1faeb93875ab03cba,An Giang,0978389514,1000,2022-10-12,BATCH-3368
TXN-754520,002064791946,Ngô Thùy Hùng,0181765374,0778568674,951307876,Ngô Thanh Hùng,2000000,VND,Mua sắm online,ATM,Đang xử lý,ngo.thuy.hung455@yahoo.com,95.105.132.193,6da55bb2ccd6080f5dfbecf94a030ffb,Bắc Ninh,0944766802,2000,2023-10-12,BATCH-7097
TXN-344064,033277202021,Ngô Ngọc An,5973126392905173,0347428058,012134678814904,Hồ Thị Toàn,50000000,VND,Mua sắm online,POS,Thành công,ngo.ngoc.an533@hotmail.com,77.77.114.251,f09f0a5da34dcc2fa4b2eeafd3a87f7b,Đà Nẵng,0569294203,2000,2022-10-04,BATCH-9430
TXN-260286,017280551614,Hoàng Quốc Thảo,95731393813,0813476919,4792518376038,Phan Xuân An,100000000,VND,Nạp tiền,Internet Banking,Đang xử lý,hoang.quoc.thao922@yahoo.com,36.42.34.223,ceedc814fe4958ae3adc6a3646fb06ac,Hưng Yên,0762563764,10000,2024-03-30,BATCH-3000
TXN-472010,083293783329,Nguyễn Thanh Tuấn,6297121639,0973517086,1213884565,Trần Văn Hùng,50000000,VND,Thanh toán hóa đơn,ATM,Thành công,nguyen.thanh.tuan156@outlook.com,106.56.51.86,c7f58f6d8564c2a02a9df6a3c7d921ef,TP. Hồ Chí Minh,0905912408,2000,2024-03-24,BATCH-8318
TXN-390525,068291847639,Nguyễn Ngọc Phúc,0424810264211717,0586514900,313737443090,Huỳnh Anh Uyên,100000000,VND,Rút tiền,ATM,Thất bại,nguyen.ngoc.phuc130@hotmail.com,219.96.131.14,c4a7b6b69d2c9a415bc7bd11fd2f09cb,Ninh Bình,0964664679,10000,2023-06-13,BATCH-6676
TXN-368789,040274037667,Đỗ Phương Dũng,995072571093783,0917681365,897493792,Dương Văn Nga,5000000,VND,Thanh toán thẻ,ATM,Thành công,do.phuong.dung855@outlook.com,132.47.47.162,01ccafdb0eadfa84b8acd0b7ba65c0ff,Hải Phòng,0335900341,0,2023-05-01,BATCH-9293
TXN-653093,034178555283,Đặng Phương Tâm,55017605086344,0928922095,11798190755,Phan Phương Tuấn,2000000,VND,Mua sắm online,POS,Thất bại,dang.phuong.tam782@protonmail.com,173.204.249.234,b61d51c26ca6a5d08dcb2fbdbdaaa5ad,Cần Thơ,0983436583,5000,2023-02-06,BATCH-4768
TXN-792294,067260004847,Hoàng Thanh Lan,57077671432,0813461143,793407766621,Phan Văn Nam,200000,VND,Mua sắm online,POS,Thất bại,hoang.thanh.lan418@hotmail.com,10.231.110.53,d49bab6edfc7f2e0fad2ecd5be9c0f13,Bắc Ninh,0352153847,1000,2024-10-19,BATCH-3008
TXN-556046,010282293740,Hồ Bảo Mai,660714998519661,0917487657,76058624108,Nguyễn Phương Nga,100000000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,ho.bao.mai973@outlook.com,156.227.91.142,51af0de9a6bf0d65febd84d3ac3e28ae,Bắc Ninh,0791008138,0,2024-05-14,BATCH-4021
TXN-981400,060170021862,Phạm Xuân Mai,65090046820873,0902786514,163636488588671,Lý Ngọc Tâm,100000000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,pham.xuan.mai274@protonmail.com,126.158.120.220,80aa6fbd8aab419dcbbafcdd9c03aecf,Quảng Ninh,0853245683,0,2024-01-05,BATCH-4470
TXN-770163,004102960702,Bùi Đức Nam,1955105161097,0702463457,78672379126496,Trần Anh Phúc,50000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,bui.duc.nam996@yahoo.com,217.67.240.218,785420d7f71999accfaf5bd83255d29a,Hưng Yên,0358579109,1000,2022-01-31,BATCH-6268
TXN-345405,092383221239,Nguyễn Thùy Xuân,2964157875654118,0787519928,81907667148464,Đỗ Thanh Tâm,2000000,VND,Nạp tiền,Quầy giao dịch,Chờ xác nhận,nguyen.thuy.xuan528@yahoo.com,193.231.73.197,010d7efb4ab3bed0aef4b6ffdf3a2b1d,Kiên Giang,0904438110,10000,2023-05-17,BATCH-6733
TXN-545284,045102463732,Nguyễn Thành Nga,986376221307813,0864366692,56309325654,Dương Thanh Nga,500000,VND,Thanh toán thẻ,POS,Chờ xác nhận,nguyen.thanh.nga974@gmail.com,240.215.81.174,8d118df14c211f3dbd963d1a3941cafd,Thái Nguyên,0886347557,0,2023-11-03,BATCH-9763
TXN-440984,095291300393,Ngô Anh Toàn,165249335,0831836852,2063258971444,Phạm Thành Việt,10000000,VND,Nạp tiền,Quầy giao dịch,Thành công,ngo.anh.toan178@protonmail.com,105.193.254.250,7cacb8d88bc14ebc8fe51ccdfa1eefa8,Thừa Thiên Huế,0376768305,0,2023-02-12,BATCH-6885
TXN-428690,062265666743,Phạm Thanh Nam,71792688436,0969781188,7465545522,Ngô Trung Xuân,100000000,VND,Nạp tiền,POS,Thành công,pham.thanh.nam120@gmail.com,98.83.124.158,7b30b582e43a7d8cebc2f0bbb9de2f8d,TP. Hồ Chí Minh,0589138839,10000,2023-11-13,BATCH-2435
TXN-713718,042086808504,Đặng Ngọc Toàn,46437140310523,0836227616,50344709451,Dương Văn Toàn,500000,VND,Chuyển khoản,POS,Thành công,dang.ngoc.toan403@protonmail.com,194.94.36.237,19f29beb9aaa928a03fc5e7cee657eb5,TP. Hồ Chí Minh,0945840643,1000,2023-04-22,BATCH-4088
TXN-494854,083370626421,Bùi Minh Mai,762610110113,0988291097,46829897988040,Dương Trung Nga,20000000,VND,Thanh toán thẻ,Quầy giao dịch,Thất bại,bui.minh.mai425@outlook.com,139.168.11.28,e2b190de77edbbbeeaafec291bfb8ead,TP. Hồ Chí Minh,0888052105,0,2022-03-03,BATCH-5500
TXN-177683,045094060655,Trần Văn Dũng,132269982916,0864560305,340564576,Trần Thành An,50000000,VND,Nạp tiền,Internet Banking,Chờ xác nhận,tran.van.dung706@yahoo.com,22.227.137.66,9983fc1fa4bce0fe547e5dccb9cde13f,Hải Dương,0363421826,2000,2024-06-07,BATCH-5955
TXN-686857,004067446784,Hồ Thành Mai,2269459548,0895292951,610063135737864,Hoàng Đức Châu,50000,VND,Thanh toán thẻ,POS,Đang xử lý,ho.thanh.mai722@outlook.com,146.47.158.150,cb6a52cacaecad0b68bc191dccdf6e7c,Bắc Ninh,0565017111,2000,2022-07-18,BATCH-8478
TXN-533209,002394658571,Đặng Thùy Bình,167015352537,0947057059,776205519326,Bùi Thanh Giang,50000000,VND,Thanh toán hóa đơn,POS,Thất bại,dang.thuy.binh394@protonmail.com,86.149.128.209,7b00e0b7ee2c7e0ff073c6d609bd2c48,Thanh Hóa,0937582692,5000,2024-02-22,BATCH-8435
TXN-650939,048272526357,Ngô Ngọc Sơn,79377903866696,0373191945,53133071863,Vũ Thùy Thảo,2000000,VND,Thanh toán thẻ,Internet Banking,Chờ xác nhận,ngo.ngoc.son892@yahoo.com,30.201.90.55,abfba6173bcce89b1949cbd8cd1eafb9,Kiên Giang,0921455016,5000,2024-11-06,BATCH-2958
TXN-251286,074001525156,Phan Xuân Thảo,5713369457,0978420763,47644235850317,Vũ Thị An,2000000,VND,Rút tiền,Internet Banking,Chờ xác nhận,phan.xuan.thao662@hotmail.com,46.131.138.145,e7f411ebfbae4da560cbee6e3dd1be69,Đà Nẵng,0943046113,0,2024-04-25,BATCH-2921
TXN-210279,074174165137,Đỗ Thị Hà,406734764,0831379371,376806161063,Dương Văn Phúc,2000000,VND,Thanh toán thẻ,Mobile Banking,Chờ xác nhận,do.thi.ha551@hotmail.com,63.26.59.164,345c231befbbbea6df67e303e0ccc1ee,Thừa Thiên Huế,0847374897,2000,2022-09-27,BATCH-6098
TXN-153457,014266584316,Lý Thùy Thảo,1952815407707,0812919196,2905878589056,Trần Phương Mai,100000000,VND,Rút tiền,ATM,Thất bại,ly.thuy.thao367@hotmail.com,179.63.139.49,b65a8d6c821ac704bfb3a9a08ff414cd,Hải Phòng,0866597820,0,2022-01-03,BATCH-4048
TXN-894739,082086519352,Huỳnh Ngọc Uyên,1540899060271376,0848544248,8695139118614,Hồ Xuân Nga,50000000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,huynh.ngoc.uyen12@hotmail.com,81.246.75.82,deaaf9acd70acaaead186311fb5ebcdf,Ninh Bình,0591377684,5000,2024-06-11,BATCH-4961
TXN-788726,046360631327,Trần Bảo Linh,007054414456,0329170474,328748162194,Đỗ Minh Tuấn,200000,VND,Thanh toán thẻ,Quầy giao dịch,Đang xử lý,tran.bao.linh66@outlook.com,30.8.136.134,fdce968dd4ecb1b900a8dc4fdbbdd2d1,Hải Dương,0349180807,10000,2024-09-01,BATCH-8108
TXN-890276,004372016909,Nguyễn Thị Việt,890227578961,0817789357,11804231568,Nguyễn Hữu Hùng,10000000,VND,Nạp tiền,Quầy giao dịch,Đang xử lý,nguyen.thi.viet243@outlook.com,64.197.142.105,9e07d15998ca05bf293be21f95ece575,Cần Thơ,0936137124,10000,2023-06-22,BATCH-7526
TXN-405175,002194508101,Nguyễn Thanh Hùng,78681472491052,0372007987,38764854038,Hoàng Thùy Dũng,2000000,VND,Chuyển khoản,POS,Chờ xác nhận,nguyen.thanh.hung341@gmail.com,79.233.114.56,db4db0b22921ca4b1e76dbb80e06aabe,Kiên Giang,0941170354,5000,2022-11-08,BATCH-7137
TXN-784659,068193991458,Bùi Hữu Long,373858988394857,0347918138,944525935,Phan Trung Bình,50000000,VND,Thanh toán thẻ,Quầy giao dịch,Thất bại,bui.huu.long790@hotmail.com,102.50.237.165,4f7b6e0b693277ccbc6bc1dd2da3cbad,Thái Nguyên,0796105962,5000,2022-06-19,BATCH-7736
TXN-337470,060196118360,Hoàng Trung Hùng,54672831479278,0704039101,514155198504530,Lê Ngọc Tuấn,20000000,VND,Nạp tiền,Internet Banking,Thất bại,hoang.trung.hung429@outlook.com,205.213.27.146,3b9edaba1dbfd4c5fa6ed6b0a0adf7c7,Đồng Nai,0385908310,5000,2023-09-22,BATCH-2564
TXN-825763,079395562652,Đỗ Bảo Linh,03628368404,0845279482,6108363597,Hoàng Quốc Mai,100000,VND,Mua sắm online,POS,Thất bại,do.bao.linh314@gmail.com,50.1.102.138,4fc6fac0afab73df4a2cb4169b8e0cd0,Cần Thơ,0908639223,0,2023-01-22,BATCH-7351
TXN-275792,091383191323,Ngô Xuân Bình,0495961134520434,0986822600,90935581676538,Phạm Thị Thảo,5000000,VND,Chuyển khoản,Mobile Banking,Thành công,ngo.xuan.binh222@yahoo.com,73.164.57.172,5670c6fe6bdeef4cca5cea20c3ffdcbc,Kiên Giang,0911212001,2000,2023-12-31,BATCH-2937
TXN-107252,054370475446,Lý Hữu Uyên,5026945485576,0785691774,291253550893,Lê Văn Linh,500000,VND,Thanh toán thẻ,Quầy giao dịch,Chờ xác nhận,ly.huu.uyen297@outlook.com,22.196.245.225,2a5ef8ece101fdccca7c31be8e5effa5,Nghệ An,0599883855,1000,2024-07-08,BATCH-6700
TXN-393511,091169692923,Đặng Anh Yến,26962320085764,0333920037,018762524434,Hồ Anh Uyên,20000000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,dang.anh.yen417@outlook.com,137.13.237.148,126fee4cb05bebdbff6a6db2d7303359,Cần Thơ,0838091418,2000,2023-01-09,BATCH-3227
TXN-178674,011169428253,Trần Anh Toàn,8212333435,0967225830,1361353724,Hoàng Thùy Tâm,5000000,VND,Nạp tiền,Internet Banking,Chờ xác nhận,tran.anh.toan186@hotmail.com,30.4.132.230,65d8c2ade1130748bea5dfb3ba6c2dc3,Kiên Giang,0593853305,2000,2022-05-20,BATCH-9346
TXN-625994,025266676027,Nguyễn Văn An,4956514353034,0341537228,221710296,Vũ Thành Tâm,10000000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,nguyen.van.an283@protonmail.com,148.71.228.51,023b68cd942ff9dbcaa553380d83dffd,Đà Nẵng,0778977979,10000,2024-12-20,BATCH-2955
TXN-348452,066176636117,Huỳnh Trung Quân,9633367865352,0369689718,9332241867079745,Vũ Ngọc Tâm,100000,VND,Rút tiền,Quầy giao dịch,Thành công,huynh.trung.quan660@protonmail.com,104.136.169.176,eadfb6ff5fff1dbe1b9d1debbba5bfea,An Giang,0907946728,2000,2024-04-15,BATCH-7692
TXN-522939,066078222692,Nguyễn Thanh Lan,212316890,0913825684,902988083,Huỳnh Minh Thảo,200000,VND,Nạp tiền,Internet Banking,Chờ xác nhận,nguyen.thanh.lan106@protonmail.com,221.134.24.39,d4b416b9e6b3d749b81f93c040de3dde,Hải Dương,0397916055,1000,2022-01-07,BATCH-2174
TXN-790173,008002525144,Lê Thị Tâm,9006398285,0947797438,866768338,Ngô Thùy Việt,5000000,VND,Chuyển khoản,ATM,Đang xử lý,le.thi.tam2@protonmail.com,115.250.94.151,7c45ff7e318ed3afeaafcaedbb53abd2,An Giang,0377439634,5000,2022-09-15,BATCH-3499
TXN-557023,019378626156,Huỳnh Thùy An,7527382328300,0815775200,60556297667,Đặng Quốc Toàn,50000,VND,Thanh toán hóa đơn,POS,Đang xử lý,huynh.thuy.an525@outlook.com,2.142.178.111,a6abc4fc2bfbf3d826522fdb6e70fdc8,Thái Nguyên,0854184092,0,2023-10-01,BATCH-4508
TXN-490785,027195928774,Đặng Minh Yến,488822393156,0916713100,994209677274,Đặng Ngọc Thảo,50000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,dang.minh.yen181@yahoo.com,171.181.230.240,aef654392f37531c1a9a1f44f0e04249,Hà Nội,0819340934,10000,2024-01-01,BATCH-9255
