emp_id,so_cccd,ho_ten_nv,d_entry,sdt_ca_nhan,personal_email,work_email,res_data,phong_ban,chuc_vu,m_val,stk_ngan_hang,ten_ngan_hang,t_code,ins_num,ngay_vao_lam,loai_hop_dong,noi_lam_viec,manager_id,created_at
EMP-487342,056181655287,Trần Văn Uyên,1981-04-30,0967999760,tran.van.uyen539@outlook.com,tran.van.uyen@viettel.com.vn,"453 Nguyễn Trãi, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",Tài chính - Kế toán,Nhân viên,14000000,465945505,TPBank,056181655287,8313535828,2012-05-07,Thử việc,Hà Nội,EMP-185167,2022-03-23
EMP-582111,004386759725,Phan Đức Toàn,1986-09-10,0328066587,phan.duc.toan141@gmail.com,phan.duc.toan@mbbank.com.vn,"6 Nam Kỳ Khởi Nghĩa, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh",Vận hành,Giám đốc,36000000,5947038637990,Vietcombank,004386759725,3191525026,2016-08-11,Thời vụ,Thái Nguyên,EMP-209665,2024-01-27
EMP-569284,033290611279,Đặng Thanh Dũng,1990-08-30,0382298417,dang.thanh.dung400@outlook.com,dang.thanh.dung@techcombank.com.vn,"349 Bà Triệu, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Kinh doanh,Trưởng phòng,27000000,6533583536483,VPBank,033290611279,4226902606,2014-02-02,Cộng tác viên,Hà Nội,EMP-457586,2023-06-25
EMP-149802,045367006977,Phan Thị Phúc,1967-04-08,0791695486,phan.thi.phuc124@protonmail.com,phan.thi.phuc@techcombank.com.vn,"120 Điện Biên Phủ, Phường Tân An, Quận Ninh Kiều, Cần Thơ",Vận hành,Giám đốc,22500000,43775612220,BIDV,045367006977,3941126248,2010-02-02,Cộng tác viên,TP. Hồ Chí Minh,EMP-420421,2023-09-23
EMP-297166,046181927072,Trần Thùy Tâm,1981-02-22,0836060837,tran.thuy.tam872@hotmail.com,tran.thuy.tam@masan.com.vn,"402 Nguyễn Huệ, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang",Tài chính - Kế toán,Nhân viên,20500000,134906173451752,Sacombank,046181927072,7923876258,2011-03-03,Thời vụ,Hưng Yên,EMP-983056,2023-11-24
EMP-618495,046176014899,Hoàng Hữu Thảo,1976-07-04,0795373593,hoang.huu.thao308@protonmail.com,hoang.huu.thao@vnpt.vn,"276 Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, TP. Hồ Chí Minh",Nhân sự,Chuyên viên,21000000,859493780146714,VietinBank,046176014899,6693585191,2014-12-07,Thời vụ,Hải Phòng,EMP-405164,2023-05-01
EMP-203336,083185013393,Ngô Văn Thảo,1985-04-19,0566190516,ngo.van.thao225@yahoo.com,ngo.van.thao@techcombank.com.vn,"382 Hai Bà Trưng, Xã Dương Hòa, Huyện Kiên Lương, Kiên Giang",Kỹ thuật,Phó phòng,30500000,641520384,Sacombank,083185013393,9587685917,2023-02-20,Chính thức,Quảng Ninh,EMP-387407,2023-07-31
EMP-770890,066087979193,Lý Thành Dũng,1987-09-02,0564196849,ly.thanh.dung523@yahoo.com,ly.thanh.dung@mbbank.com.vn,"383 Bà Triệu, Phường Thu Thủy, TX. Cửa Lò, Nghệ An",Tài chính - Kế toán,Trưởng nhóm,22500000,78106556358,Sacombank,066087979193,5587290901,2010-01-26,Thử việc,Thanh Hóa,EMP-384280,2023-04-27
EMP-302149,056067914684,Lê Minh Nga,1967-10-30,0769923770,le.minh.nga847@yahoo.com,le.minh.nga@viettel.com.vn,"417 Tô Hiến Thành, Phường Suối Hoa, TP. Bắc Ninh, Bắc Ninh",Nhân sự,Trưởng nhóm,30500000,003124209359,TPBank,056067914684,2441216729,2023-08-31,Thử việc,Đà Nẵng,EMP-395005,2023-01-22
EMP-437982,042079013765,Hồ Hữu Sơn,1979-02-23,0947139276,ho.huu.son768@yahoo.com,ho.huu.son@vnpt.vn,"223 Cách Mạng Tháng 8, Xã Thủy Thanh, TX. Hương Thủy, Thừa Thiên Huế",Pháp lý,Giám đốc,7000000,35711000540,Sacombank,042079013765,8883397760,2024-10-29,Cộng tác viên,Hà Nội,EMP-910904,2024-08-13
EMP-952894,072263281456,Hồ Trung Bình,1963-06-23,0841193595,ho.trung.binh928@outlook.com,ho.trung.binh@masan.com.vn,"176 Nguyễn Trãi, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",Kỹ thuật,Trưởng phòng,26500000,318001858,BIDV,072263281456,7108046028,2014-02-13,Thời vụ,Hải Dương,EMP-657747,2022-07-26
EMP-168291,095191644591,Lê Hữu Yến,1991-02-04,0948372598,le.huu.yen22@hotmail.com,le.huu.yen@masan.com.vn,"146 Nguyễn Huệ, Xã Tiên Hội, Huyện Đại Từ, Thái Nguyên",Kinh doanh,Phó phòng,9500000,133325186749012,Sacombank,095191644591,3389480970,2010-12-09,Thời vụ,An Giang,EMP-483709,2022-08-13
EMP-317366,060070931660,Phạm Hữu Tuấn,1970-09-13,0372937814,pham.huu.tuan352@protonmail.com,pham.huu.tuan@masan.com.vn,"408 Hoàng Văn Thụ, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Marketing,Thực tập sinh,16000000,198585593236,Techcombank,060070931660,7645227778,2013-09-15,Thời vụ,Quảng Ninh,EMP-659397,2022-05-03
EMP-466176,083285770392,Vũ Phương Mai,1985-03-30,0704342732,vu.phuong.mai710@gmail.com,vu.phuong.mai@fpt.com.vn,"11 Phan Đình Phùng, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Pháp lý,Nhân viên,34000000,365901953,Techcombank,083285770392,1251368926,2019-03-07,Thời vụ,Bình Dương,EMP-365599,2023-09-18
EMP-920300,004099392112,Phạm Thùy Hà,1999-02-01,0983395714,pham.thuy.ha886@outlook.com,pham.thuy.ha@fpt.com.vn,"295 Nguyễn Văn Cừ, Phường Châu Phú A, TP. Châu Đốc, An Giang",Vận hành,Thực tập sinh,11500000,150008274,Agribank,004099392112,3802571856,2010-10-08,Chính thức,Hải Dương,EMP-849125,2024-12-24
EMP-968297,036167215858,Huỳnh Quốc Yến,1967-06-01,0815501440,huynh.quoc.yen180@hotmail.com,huynh.quoc.yen@mbbank.com.vn,"361 Điện Biên Phủ, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",Vận hành,Nhân viên,33000000,99831720492822,BIDV,036167215858,8883341441,2023-12-19,Thời vụ,TP. Hồ Chí Minh,EMP-575593,2022-06-12
EMP-744082,014091291555,Hoàng Thành Tâm,1991-06-18,0399138601,hoang.thanh.tam24@hotmail.com,hoang.thanh.tam@techcombank.com.vn,"400 Điện Biên Phủ, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",Chăm sóc khách hàng,Trưởng phòng,49500000,91811561394,Agribank,014091291555,6207126508,2016-09-06,Thử việc,Thanh Hóa,EMP-330787,2024-12-18
EMP-901530,025186302683,Nguyễn Thành Thảo,1986-02-02,0329414414,nguyen.thanh.thao857@hotmail.com,nguyen.thanh.thao@fpt.com.vn,"160 Bà Triệu, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Marketing,Nhân viên,50000000,65303058970940,Techcombank,025186302683,1938414088,2024-05-07,Cộng tác viên,Thừa Thiên Huế,EMP-837971,2023-04-26
EMP-315083,092064075916,Lê Hữu Toàn,1964-11-30,0924044795,le.huu.toan56@yahoo.com,le.huu.toan@mbbank.com.vn,"310 Nguyễn Văn Cừ, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Tài chính - Kế toán,Trưởng phòng,38000000,5326422434034359,Vietcombank,092064075916,3944543215,2016-08-08,Cộng tác viên,Cần Thơ,EMP-431817,2023-05-29
EMP-606867,017079768911,Hồ Trung Hùng,1979-07-29,0899377202,ho.trung.hung307@gmail.com,ho.trung.hung@masan.com.vn,"279 Hai Bà Trưng, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",Nhân sự,Phó giám đốc,13500000,68753854901,VPBank,017079768911,5971628088,2022-05-28,Chính thức,Kiên Giang,EMP-532792,2024-09-09
EMP-980857,006397120763,Phan Anh Phúc,1997-11-15,0779979792,phan.anh.phuc399@gmail.com,phan.anh.phuc@fpt.com.vn,"136 Hoàng Diệu, Phường Lái Thiêu, Huyện Thuận An, Bình Dương",Vận hành,Trưởng phòng,15000000,918094840,Vietcombank,006397120763,9979742639,2016-04-05,Chính thức,Bắc Ninh,EMP-766293,2022-01-11
EMP-333737,064367244314,Lê Bảo Hà,1967-08-28,0792241155,le.bao.ha155@outlook.com,le.bao.ha@masan.com.vn,"131 Lê Văn Sỹ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Mua hàng,Phó phòng,30000000,5512480474,Vietcombank,064367244314,5826542396,2010-11-16,Cộng tác viên,An Giang,EMP-661236,2023-12-24
EMP-511268,074380665445,Trần Ngọc Phúc,1980-04-08,0796644558,tran.ngoc.phuc886@protonmail.com,tran.ngoc.phuc@masan.com.vn,"154 Hai Bà Trưng, Thị trấn An Dương, Huyện An Dương, Hải Phòng",Kỹ thuật,Thực tập sinh,11000000,385499185379,Sacombank,074380665445,3779959826,2013-11-09,Cộng tác viên,Hà Nội,EMP-163132,2022-06-17
EMP-918808,060065954183,Vũ Xuân Việt,1965-01-13,0599918658,vu.xuan.viet527@outlook.com,vu.xuan.viet@fpt.com.vn,"256 Phan Đình Phùng, Phường 22, Quận Bình Thạnh, TP. Hồ Chí Minh",Chăm sóc khách hàng,Phó phòng,32500000,54926258794,MB Bank,060065954183,1559387605,2018-05-19,Cộng tác viên,Hải Dương,EMP-508557,2022-07-08
EMP-188887,093101360209,Lý Phương Dũng,2001-02-11,0846664134,ly.phuong.dung8@yahoo.com,ly.phuong.dung@techcombank.com.vn,"38 Lê Văn Sỹ, Xã Ninh Giang, Huyện Hoa Lư, Ninh Bình",Vận hành,Phó giám đốc,29500000,4055486771,VPBank,093101360209,8474394521,2020-10-21,Cộng tác viên,Nghệ An,EMP-915100,2024-02-18
EMP-554769,002364699379,Hoàng Ngọc Hùng,1964-08-24,0369158547,hoang.ngoc.hung361@hotmail.com,hoang.ngoc.hung@mbbank.com.vn,"279 Nguyễn Văn Cừ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",Công nghệ thông tin,Phó giám đốc,28000000,305454288975423,Techcombank,002364699379,9692100579,2016-12-15,Cộng tác viên,Hải Dương,EMP-251776,2023-12-17
EMP-620327,087161890285,Đặng Thùy Việt,1961-02-03,0892138993,dang.thuy.viet88@gmail.com,dang.thuy.viet@vnpt.vn,"97 Nam Kỳ Khởi Nghĩa, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Tài chính - Kế toán,Trưởng phòng,36500000,8931002163951,MB Bank,087161890285,1141649005,2013-09-27,Chính thức,Cần Thơ,EMP-124980,2022-02-26
EMP-919870,002261867314,Phạm Phương Nam,1961-09-02,0381364019,pham.phuong.nam196@hotmail.com,pham.phuong.nam@viettel.com.vn,"304 Cách Mạng Tháng 8, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Kỹ thuật,Trưởng phòng,26500000,90753317277810,Agribank,002261867314,2529352952,2012-08-28,Thời vụ,An Giang,EMP-537279,2024-10-19
EMP-765002,087183888043,Hồ Trung Thảo,1983-10-29,0852110717,ho.trung.thao466@protonmail.com,ho.trung.thao@mbbank.com.vn,"461 Lê Văn Sỹ, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",Kinh doanh,Phó giám đốc,45000000,329378761305605,ACB,087183888043,7640980023,2021-08-27,Thời vụ,Cần Thơ,EMP-680854,2024-05-11
EMP-294952,079370524745,Đặng Đức Toàn,1970-04-18,0969607800,dang.duc.toan779@hotmail.com,dang.duc.toan@vingroup.net,"386 Võ Thị Sáu, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Chăm sóc khách hàng,Trưởng phòng,18500000,2310614864172776,VPBank,079370524745,1272365394,2011-11-24,Chính thức,TP. Hồ Chí Minh,EMP-505423,2023-02-17
EMP-129529,033261849388,Ngô Văn Yến,1961-08-22,0388213419,ngo.van.yen991@outlook.com,ngo.van.yen@techcombank.com.vn,"373 Trường Chinh, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",Marketing,Phó giám đốc,38000000,50403955872,VietinBank,033261849388,3264830324,2011-10-15,Cộng tác viên,Thái Nguyên,EMP-783564,2024-05-29
EMP-527868,070091755485,Nguyễn Quốc Giang,1991-03-05,0902082983,nguyen.quoc.giang359@gmail.com,nguyen.quoc.giang@vnpt.vn,"52 Nguyễn Trãi, Phường Cẩm Trung, TP. Cẩm Phả, Quảng Ninh",Kỹ thuật,Phó phòng,19500000,578332422,Agribank,070091755485,1142381949,2020-05-21,Thử việc,Thái Nguyên,EMP-120298,2023-03-30
EMP-219091,079184508889,Hoàng Thị Phúc,1984-12-22,0842448546,hoang.thi.phuc656@protonmail.com,hoang.thi.phuc@vnpt.vn,"31 Nguyễn Trãi, Phường Minh Thành, TX. Quảng Yên, Quảng Ninh",Marketing,Phó giám đốc,8000000,5919492802690,ACB,079184508889,8994135784,2019-03-18,Thời vụ,Bình Dương,EMP-330890,2022-04-20
EMP-912237,036185845020,Phạm Trung Lan,1985-04-05,0332574408,pham.trung.lan965@outlook.com,pham.trung.lan@fpt.com.vn,"38 Trần Phú, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Chăm sóc khách hàng,Trưởng phòng,22000000,40152559786,Vietcombank,036185845020,1699715988,2010-09-25,Thời vụ,Đồng Nai,EMP-656509,2023-12-19
EMP-231270,017082612515,Trần Ngọc Hà,1982-10-09,0981828058,tran.ngoc.ha941@yahoo.com,tran.ngoc.ha@vingroup.net,"482 Điện Biên Phủ, Phường Hố Nai, TP. Biên Hòa, Đồng Nai",Tài chính - Kế toán,Chuyên viên,28500000,137165919433066,Techcombank,017082612515,4128948023,2017-03-31,Thử việc,Kiên Giang,EMP-199396,2022-02-27
EMP-481923,051302596987,Phạm Thanh Tâm,2002-05-06,0911089019,pham.thanh.tam822@outlook.com,pham.thanh.tam@masan.com.vn,"249 Điện Biên Phủ, Phường An Thới, Quận Bình Thủy, Cần Thơ",Vận hành,Trưởng phòng,39500000,6906216094,TPBank,051302596987,2830367583,2012-11-26,Cộng tác viên,Hà Nội,EMP-633234,2023-01-20
EMP-399676,004394643567,Ngô Bảo Bình,1994-09-15,0882844772,ngo.bao.binh726@hotmail.com,ngo.bao.binh@techcombank.com.vn,"288 Phạm Văn Đồng, Phường Cẩm Đông, TP. Cẩm Phả, Quảng Ninh",Marketing,Phó giám đốc,49000000,51215389570,TPBank,004394643567,6259557023,2015-08-21,Thử việc,Ninh Bình,EMP-338732,2024-01-22
EMP-152177,064093885363,Phạm Quốc Uyên,1993-01-09,0375093880,pham.quoc.uyen285@yahoo.com,pham.quoc.uyen@masan.com.vn,"312 Nguyễn Trãi, Phường Núi Sam, TP. Châu Đốc, An Giang",Pháp lý,Giám đốc,8500000,14302121235228,VPBank,064093885363,2637086445,2015-02-20,Thời vụ,TP. Hồ Chí Minh,EMP-330691,2024-05-04
EMP-788109,095376194083,Hoàng Thành Mai,1976-05-07,0912805977,hoang.thanh.mai401@gmail.com,hoang.thanh.mai@masan.com.vn,"423 Hoàng Văn Thụ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Kinh doanh,Thực tập sinh,5000000,973532953211916,MB Bank,095376194083,5759308732,2020-04-27,Cộng tác viên,Kiên Giang,EMP-940796,2022-10-08
EMP-460953,086195279010,Đặng Thanh Phúc,1995-09-30,0776588034,dang.thanh.phuc175@gmail.com,dang.thanh.phuc@mbbank.com.vn,"310 Bà Triệu, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương",Chăm sóc khách hàng,Phó phòng,18500000,072676625592,ACB,086195279010,7263212979,2010-10-26,Thời vụ,Hải Phòng,EMP-179477,2023-05-26
EMP-573810,026074876130,Lê Ngọc Nga,1974-11-23,0367708444,le.ngoc.nga241@gmail.com,le.ngoc.nga@masan.com.vn,"489 Võ Thị Sáu, Phường Lái Thiêu, Huyện Thuận An, Bình Dương",Công nghệ thông tin,Giám đốc,17500000,400822720,Techcombank,026074876130,5337569437,2014-01-23,Thời vụ,Hà Nội,EMP-627921,2024-12-03
EMP-340906,027180465272,Vũ Hữu Bình,1980-06-27,0777365954,vu.huu.binh29@protonmail.com,vu.huu.binh@mbbank.com.vn,"102 Hoàng Diệu, Phường Hà Huy Tập, TP. Vinh, Nghệ An",Mua hàng,Phó phòng,23000000,504848706,Techcombank,027180465272,2403700341,2019-04-07,Cộng tác viên,Hưng Yên,EMP-247563,2024-08-13
EMP-530348,077296374787,Huỳnh Hữu Nga,1996-06-19,0703422270,huynh.huu.nga907@yahoo.com,huynh.huu.nga@viettel.com.vn,"415 Võ Thị Sáu, Phường Thanh Bình, TP. Hải Dương, Hải Dương",Kỹ thuật,Trưởng nhóm,24000000,195534814045,Vietcombank,077296374787,6196854284,2022-12-19,Chính thức,Đà Nẵng,EMP-189116,2024-12-10
EMP-312151,093395922712,Nguyễn Trung Hà,1995-03-12,0938087768,nguyen.trung.ha938@hotmail.com,nguyen.trung.ha@masan.com.vn,"158 Hai Bà Trưng, Phường Nam Hòa, TX. Quảng Yên, Quảng Ninh",Vận hành,Trưởng phòng,3000000,55616004766685,ACB,093395922712,9718357840,2019-03-27,Cộng tác viên,Ninh Bình,EMP-766367,2024-11-15
EMP-521056,091200976770,Hồ Anh Phúc,2000-05-17,0853414371,ho.anh.phuc996@outlook.com,ho.anh.phuc@vingroup.net,"233 Cách Mạng Tháng 8, Xã Hương Toàn, TX. Hương Trà, Thừa Thiên Huế",Vận hành,Giám đốc,31000000,0529643836,TPBank,091200976770,4740895340,2024-03-17,Chính thức,Thừa Thiên Huế,EMP-719066,2023-04-04
EMP-872693,030298343515,Đặng Phương Hùng,1998-01-12,0352174973,dang.phuong.hung101@outlook.com,dang.phuong.hung@vnpt.vn,"76 Nam Kỳ Khởi Nghĩa, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",Kinh doanh,Trưởng nhóm,23500000,312415739568,Vietcombank,030298343515,4609405329,2013-10-29,Chính thức,Thái Nguyên,EMP-289571,2022-05-24
EMP-617120,096203471844,Hồ Thùy Tâm,2003-06-15,0362771228,ho.thuy.tam838@yahoo.com,ho.thuy.tam@viettel.com.vn,"105 Lý Thường Kiệt, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",Kinh doanh,Trưởng phòng,34000000,781579501780,VPBank,096203471844,3769656709,2011-07-20,Chính thức,Quảng Ninh,EMP-988854,2024-07-18
EMP-277718,087168611246,Lê Quốc Thảo,1968-02-25,0771602278,le.quoc.thao464@outlook.com,le.quoc.thao@mbbank.com.vn,"35 Hoàng Văn Thụ, Phường Cẩm Bình, TP. Cẩm Phả, Quảng Ninh",Kinh doanh,Chuyên viên,21500000,352277890,VietinBank,087168611246,5214388712,2016-09-30,Thời vụ,Quảng Ninh,EMP-939097,2024-10-26
EMP-232214,084173454336,Hồ Thị Quân,1973-06-30,0864908950,ho.thi.quan57@gmail.com,ho.thi.quan@fpt.com.vn,"194 Nguyễn Trãi, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Chăm sóc khách hàng,Phó giám đốc,42000000,3288434507695,Sacombank,084173454336,2895359915,2020-06-28,Thời vụ,Hải Phòng,EMP-394304,2023-01-25
EMP-590959,038266059721,Bùi Xuân Uyên,1966-07-19,0586398726,bui.xuan.uyen116@hotmail.com,bui.xuan.uyen@vnpt.vn,"57 Trường Chinh, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh",Tài chính - Kế toán,Phó phòng,40000000,5821259231956942,Techcombank,038266059721,8292987808,2021-03-12,Chính thức,Đà Nẵng,EMP-141138,2024-07-11
EMP-901684,058191213753,Dương Thị Sơn,1991-10-18,0336685498,duong.thi.son226@gmail.com,duong.thi.son@vnpt.vn,"188 Đinh Tiên Hoàng, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa",Kỹ thuật,Phó phòng,41000000,5686966789,Vietcombank,058191213753,3542010262,2010-02-15,Cộng tác viên,Đồng Nai,EMP-212735,2023-07-25
EMP-263095,031176502818,Vũ Hữu Long,1976-03-14,0355315918,vu.huu.long134@gmail.com,vu.huu.long@viettel.com.vn,"333 Nguyễn Văn Cừ, Phường Nghi Hòa, TX. Cửa Lò, Nghệ An",Chăm sóc khách hàng,Phó giám đốc,45000000,397218892428758,Vietcombank,031176502818,4739082515,2012-07-06,Cộng tác viên,Hà Nội,EMP-526161,2022-06-21
EMP-418393,086386889779,Phan Thùy Long,1986-11-29,0969141482,phan.thuy.long486@hotmail.com,phan.thuy.long@masan.com.vn,"194 Lê Văn Sỹ, Phường Long Tuyền, Quận Bình Thủy, Cần Thơ",Kinh doanh,Trưởng nhóm,15000000,738674555347286,MB Bank,086386889779,4768324580,2012-02-21,Cộng tác viên,Thanh Hóa,EMP-518130,2023-02-18
EMP-121032,082374479045,Dương Quốc Hùng,1974-08-04,0376631196,duong.quoc.hung976@protonmail.com,duong.quoc.hung@techcombank.com.vn,"331 Phan Đình Phùng, Phường Trường Sơn, TP. Sầm Sơn, Thanh Hóa",Vận hành,Phó giám đốc,38000000,3993215805,Vietcombank,082374479045,4972888612,2012-02-26,Thời vụ,TP. Hồ Chí Minh,EMP-301617,2023-09-06
EMP-739614,027272954731,Trần Bảo Xuân,1972-11-16,0379831193,tran.bao.xuan342@yahoo.com,tran.bao.xuan@vingroup.net,"305 Võ Thị Sáu, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa",Pháp lý,Trưởng nhóm,35500000,04007076496927,Agribank,027272954731,5338060085,2012-02-24,Thử việc,Bắc Ninh,EMP-265840,2022-01-23
EMP-382766,035191969868,Huỳnh Xuân Thảo,1991-04-18,0973470699,huynh.xuan.thao391@hotmail.com,huynh.xuan.thao@fpt.com.vn,"50 Nguyễn Trãi, Phường Bảo Vinh, TP. Long Khánh, Đồng Nai",Kinh doanh,Trưởng nhóm,11500000,900878702289956,Techcombank,035191969868,9410097296,2011-04-17,Cộng tác viên,Nghệ An,EMP-343081,2024-03-26
EMP-518034,046101940140,Nguyễn Thành Sơn,2001-06-19,0819774181,nguyen.thanh.son604@yahoo.com,nguyen.thanh.son@fpt.com.vn,"226 Nguyễn Trãi, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương",Công nghệ thông tin,Trưởng nhóm,18500000,1298355970,BIDV,046101940140,5642200109,2015-12-02,Chính thức,Kiên Giang,EMP-649144,2022-08-13
EMP-989434,058084143065,Hoàng Bảo Giang,1984-08-24,0864348554,hoang.bao.giang800@hotmail.com,hoang.bao.giang@techcombank.com.vn,"355 Nguyễn Trãi, Phường An Thới, Quận Bình Thủy, Cần Thơ",Marketing,Nhân viên,29000000,710469526342,Agribank,058084143065,3611244957,2012-12-21,Thời vụ,Quảng Ninh,EMP-686842,2022-07-22
EMP-879876,086174479616,Lý Phương An,1974-11-12,0359958152,ly.phuong.an13@outlook.com,ly.phuong.an@fpt.com.vn,"9 Nguyễn Huệ, Phường Lam Sơn, TP. Thanh Hóa, Thanh Hóa",Pháp lý,Trưởng phòng,10500000,30079064691,BIDV,086174479616,7342635808,2021-02-22,Thử việc,TP. Hồ Chí Minh,EMP-473409,2022-12-19
EMP-724717,082199240430,Phan Thị Uyên,1999-12-20,0581933371,phan.thi.uyen244@gmail.com,phan.thi.uyen@mbbank.com.vn,"152 Điện Biên Phủ, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",Mua hàng,Trưởng phòng,3500000,5851872259970709,Agribank,082199240430,2332401538,2022-05-29,Cộng tác viên,Đà Nẵng,EMP-756517,2024-12-23
EMP-564270,011390785429,Lê Ngọc Nga,1990-11-01,0825499315,le.ngoc.nga690@hotmail.com,le.ngoc.nga@mbbank.com.vn,"333 Nam Kỳ Khởi Nghĩa, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa",Marketing,Thực tập sinh,32500000,269201311127,MB Bank,011390785429,1403023350,2019-01-27,Chính thức,Kiên Giang,EMP-295384,2022-11-07
EMP-948248,077063102329,Lý Thùy Nga,1963-10-06,0771442752,ly.thuy.nga324@protonmail.com,ly.thuy.nga@vnpt.vn,"243 Hoàng Văn Thụ, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",Kinh doanh,Phó phòng,6500000,6029398978,VPBank,077063102329,3052154861,2022-09-03,Thời vụ,Bắc Ninh,EMP-660220,2022-08-19
EMP-698706,048166135449,Bùi Minh Linh,1966-06-28,0592693851,bui.minh.linh386@protonmail.com,bui.minh.linh@mbbank.com.vn,"97 Lê Lợi, Xã Yên Trung, Huyện Yên Phong, Bắc Ninh",Chăm sóc khách hàng,Phó giám đốc,45500000,971958846894,Sacombank,048166135449,9029360099,2019-06-30,Chính thức,Hải Phòng,EMP-598203,2022-03-14
EMP-737318,010297955717,Trần Văn Yến,1997-10-22,0365612177,tran.van.yen94@outlook.com,tran.van.yen@mbbank.com.vn,"235 Điện Biên Phủ, Phường Cải Đan, TP. Sông Công, Thái Nguyên",Kinh doanh,Giám đốc,19000000,9934181667,BIDV,010297955717,7025433368,2024-09-12,Thời vụ,Bắc Ninh,EMP-685702,2022-10-24
EMP-184246,083163604375,Lê Ngọc Việt,1963-10-15,0831069898,le.ngoc.viet763@protonmail.com,le.ngoc.viet@vingroup.net,"259 Hoàng Văn Thụ, Xã Hoằng Đạo, Huyện Hoằng Hóa, Thanh Hóa",Mua hàng,Giám đốc,49000000,8277997961,Agribank,083163604375,8451329601,2013-05-17,Cộng tác viên,Hà Nội,EMP-935996,2024-08-28
EMP-233744,011372214496,Phan Phương Châu,1972-11-29,0977992985,phan.phuong.chau704@outlook.com,phan.phuong.chau@viettel.com.vn,"368 Hoàng Văn Thụ, Phường Dư Hàng, Quận Lê Chân, Hải Phòng",Kỹ thuật,Phó giám đốc,5000000,604990218618,Techcombank,011372214496,4912950468,2021-09-11,Cộng tác viên,TP. Hồ Chí Minh,EMP-372818,2023-04-16
EMP-779444,025193821023,Huỳnh Hữu Nam,1993-09-09,0769712683,huynh.huu.nam203@hotmail.com,huynh.huu.nam@techcombank.com.vn,"107 Trần Phú, Xã An Đồng, Huyện An Dương, Hải Phòng",Vận hành,Thực tập sinh,29000000,259956219,Agribank,025193821023,2192042791,2022-12-14,Thời vụ,Kiên Giang,EMP-820433,2024-02-10
EMP-918899,045085724306,Huỳnh Xuân Long,1985-01-17,0358401587,huynh.xuan.long828@outlook.com,huynh.xuan.long@vingroup.net,"147 Phạm Văn Đồng, Xã Bình Hưng, Huyện Bình Chánh, TP. Hồ Chí Minh",Chăm sóc khách hàng,Trưởng nhóm,40000000,111387482701,Agribank,045085724306,4722031763,2014-06-01,Thời vụ,Quảng Ninh,EMP-601991,2022-09-24
EMP-744813,083091696843,Ngô Xuân Châu,1991-06-05,0899800177,ngo.xuan.chau918@hotmail.com,ngo.xuan.chau@vingroup.net,"416 Phạm Văn Đồng, Phường Cầu Tre, Quận Ngô Quyền, Hải Phòng",Marketing,Phó phòng,15000000,40772860721,TPBank,083091696843,2890310360,2023-07-15,Thử việc,Thừa Thiên Huế,EMP-219137,2023-11-29
EMP-752559,093078136364,Trần Trung Linh,1978-04-30,0562821549,tran.trung.linh927@gmail.com,tran.trung.linh@masan.com.vn,"18 Nam Kỳ Khởi Nghĩa, Xã An Sơn, Huyện Nam Sách, Hải Dương",Marketing,Phó phòng,29000000,900641551,TPBank,093078136364,8766905844,2013-01-04,Thử việc,Thanh Hóa,EMP-381832,2023-10-10
